,Unnamed: 0,area_fips,year,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,State Name
31,31,C1038,1992,1.56,0.67,0.34,7,73,563855,Puerto Rico
32,32,C1038,1993,1.85,0.63,0.28,8,68,511169,Puerto Rico
33,33,C1038,1994,1.84,0.67,0.33,8,74,581583,Puerto Rico
34,34,C1038,1995,1.83,0.63,0.33,8,73,627865,Puerto Rico
35,35,C1038,1996,1.74,0.54,0.26,8,64,546958,Puerto Rico
36,36,C1038,1997,1.7,0.51,0.22,8,62,515822,Puerto Rico
37,37,C1038,1998,1.5,0.46,0.19,7,55,492918,Puerto Rico
38,38,C1038,1999,1.22,0.49,0.2,6,57,537935,Puerto Rico
39,39,C1038,2000,1.24,0.48,0.18,6,57,522892,Puerto Rico
40,40,C1038,2001,0.0,0.0,0.0,0,0,0,Puerto Rico
41,41,C1038,2002,1.17,0.39,0.17,5,46,527911,Puerto Rico
42,42,C1038,2003,1.36,0.42,0.18,6,50,588929,Puerto Rico
43,43,C1038,2004,1.35,0.46,0.19,6,58,646714,Puerto Rico
44,44,C1038,2005,1.71,0.45,0.18,8,57,639083,Puerto Rico
45,45,C1038,2006,1.64,0.43,0.17,8,55,624610,Puerto Rico
46,46,C1038,2007,1.43,0.4,0.14,7,51,517749,Puerto Rico
47,47,C1038,2008,1.33,0.42,0.15,6,51,561005,Puerto Rico
48,48,C1038,2009,1.5,0.38,0.14,6,44,508473,Puerto Rico
49,49,C1038,2010,1.56,0.35,0.12,6,39,432842,Puerto Rico
50,50,C1038,2011,1.82,0.38,0.12,7,41,456724,Puerto Rico
51,51,C1038,2012,2.41,2.43,1.41,9,261,5433345,Puerto Rico
52,52,C1038,2013,2.52,2.26,1.15,10,251,4633823,Puerto Rico
53,53,C1038,2014,2.85,2.3,1.16,11,248,4596716,Puerto Rico
54,54,C1038,2015,2.67,2.37,1.36,10,249,5316690,Puerto Rico
55,55,C1038,2016,2.45,2.05,1.26,9,206,4798007,Puerto Rico
56,56,C1038,2017,2.75,1.89,1.31,10,184,4784498,Puerto Rico
57,57,C1038,2018,2.59,1.71,1.04,9,164,3946903,Puerto Rico
58,58,C1042,1990,0.38,0.41,0.33,8,297,7347525,Ohio
59,59,C1042,1991,0.39,0.41,0.34,8,291,7337375,Ohio
60,60,C1042,1992,0.41,0.41,0.33,9,292,7586188,Ohio
61,61,C1042,1993,0.35,0.4,0.31,8,287,7301807,Ohio
62,62,C1042,1994,0.34,0.33,0.27,8,244,6977811,Ohio
63,63,C1042,1995,0.4,0.46,0.35,9,353,9487745,Ohio
64,64,C1042,1996,0.43,0.41,0.3,10,324,9073768,Ohio
65,65,C1042,1997,0.47,0.38,0.29,11,295,9031431,Ohio
66,66,C1042,1998,0.44,0.37,0.27,10,289,9386683,Ohio
67,67,C1042,1999,0.4,0.35,0.27,9,286,10210510,Ohio
68,68,C1042,2000,0.4,0.32,0.26,9,269,10317762,Ohio
69,69,C1042,2001,0.36,0.39,0.3,8,323,12011539,Ohio
70,70,C1042,2002,0.36,0.44,0.34,8,361,13517341,Ohio
71,71,C1042,2003,0.46,0.43,0.3,10,340,12284377,Ohio
72,72,C1042,2004,0.52,0.45,0.3,11,360,12804600,Ohio
73,73,C1042,2005,0.53,0.45,0.31,11,357,13488396,Ohio
74,74,C1042,2006,0.49,0.32,0.23,10,255,10453137,Ohio
75,75,C1042,2007,0.54,0.33,0.24,11,264,10948266,Ohio
76,76,C1042,2008,0.49,0.31,0.22,10,238,9931806,Ohio
77,77,C1042,2009,0.45,0.0,0.0,9,0,0,Ohio
78,78,C1042,2010,0.52,0.35,0.22,10,240,9456325,Ohio
79,79,C1042,2011,0.48,0.33,0.21,9,220,9180088,Ohio
80,80,C1042,2012,0.43,0.32,0.21,8,218,9538740,Ohio
81,81,C1042,2013,0.44,0.34,0.21,8,223,9859412,Ohio
82,82,C1042,2014,0.45,0.34,0.21,8,222,9766362,Ohio
83,83,C1042,2015,0.4,0.0,0.0,7,0,0,Ohio
84,84,C1042,2016,0.4,0.0,0.0,7,0,0,Ohio
85,85,C1042,2017,0.41,0.0,0.0,7,0,0,Ohio
86,86,C1042,2018,0.42,0.24,0.14,7,145,6581116,Ohio
87,87,C1050,1990,1.96,1.47,0.88,9,220,3351280,Georgia
88,88,C1050,1991,1.93,1.23,0.88,9,181,3340026,Georgia
89,89,C1050,1992,1.69,1.24,0.85,8,182,3370238,Georgia
90,90,C1050,1993,2.07,1.28,0.87,10,190,3605803,Georgia
91,91,C1050,1994,2.04,1.41,0.94,10,219,4263536,Georgia
92,92,C1050,1995,2.23,1.68,1.15,11,269,5641162,Georgia
93,93,C1050,1996,2.02,1.53,0.99,10,254,5403921,Georgia
94,94,C1050,1997,1.83,1.47,1.0,9,243,5618821,Georgia
95,95,C1050,1998,1.87,1.41,0.96,9,231,5844171,Georgia
96,96,C1050,1999,1.04,1.05,0.77,5,173,4908076,Georgia
97,97,C1050,2001,1.15,0.98,0.82,5,163,5587669,Georgia
98,98,C1050,2002,1.55,1.73,1.35,7,279,9200135,Georgia
99,99,C1050,2003,1.33,1.75,1.33,6,278,9179904,Georgia
100,100,C1050,2004,1.15,1.56,1.16,5,244,8225298,Georgia
101,101,C1050,2005,1.19,1.51,1.03,5,235,7467574,Georgia
102,102,C1050,2006,1.19,1.52,1.14,5,234,8345009,Georgia
103,103,C1050,2007,1.44,1.92,1.38,6,291,10324858,Georgia
104,104,C1050,2008,1.18,1.9,1.4,5,277,10226323,Georgia
105,105,C1050,2009,1.18,1.74,1.23,5,245,9026165,Georgia
106,106,C1050,2010,1.2,1.82,1.28,5,247,9305388,Georgia
107,107,C1050,2011,1.48,1.97,1.38,6,256,10049176,Georgia
108,108,C1050,2012,1.5,1.94,1.35,6,247,10157691,Georgia
109,109,C1050,2013,1.28,2.12,1.45,5,263,10748746,Georgia
110,110,C1050,2014,1.32,2.06,1.45,5,248,10499512,Georgia
111,111,C1050,2015,1.08,1.96,1.44,4,229,9971569,Georgia
112,112,C1050,2016,0.83,0.0,0.0,3,0,0,Georgia
113,113,C1050,2017,1.22,0.0,0.0,4,0,0,Georgia
114,114,C1050,2018,1.27,0.0,0.0,4,0,0,Georgia
115,115,C1054,2013,1.26,0.91,0.54,4,79,2786310,Oregon
116,116,C1054,2014,1.23,0.92,0.54,4,80,2860887,Oregon
117,117,C1054,2015,1.19,0.86,0.52,4,75,2769167,Oregon
118,118,C1054,2016,1.19,0.79,0.48,4,68,2698636,Oregon
119,119,C1054,2017,1.18,0.77,0.47,4,66,2689615,Oregon
120,120,C1054,2018,1.16,0.75,0.43,4,65,2670066,Oregon
121,121,C1058,1990,1.01,1.27,1.12,28,1329,36540114,New York
122,122,C1058,1991,1.05,1.25,1.09,29,1268,34896671,New York
123,123,C1058,1992,1.18,1.2,1.09,32,1199,36215870,New York
124,124,C1058,1993,1.21,1.17,1.04,33,1171,35706433,New York
125,125,C1058,1994,1.21,1.21,1.08,34,1213,38957581,New York
126,126,C1058,1995,1.09,1.15,1.04,31,1147,38570306,New York
127,127,C1058,1996,1.09,1.08,0.95,31,1075,37826205,New York
128,128,C1058,1997,0.94,1.04,0.94,26,1043,38760063,New York
129,129,C1058,1998,0.82,1.0,0.85,22,1019,39288285,New York
130,130,C1058,1999,0.89,1.19,1.0,24,1238,50121973,New York
131,131,C1058,2000,0.9,1.48,1.33,24,1609,72941897,New York
132,132,C1058,2001,0.0,0.0,0.0,0,0,0,New York
133,133,C1058,2002,0.58,1.47,1.32,15,1597,75518599,New York
134,134,C1058,2003,0.55,1.53,1.41,14,1627,82439707,New York
135,135,C1058,2004,0.71,0.89,0.73,18,943,43715831,New York
136,136,C1058,2005,0.68,0.9,0.74,17,944,44912711,New York
137,137,C1058,2006,0.68,0.93,0.78,17,968,48899207,New York
138,138,C1058,2007,0.8,0.94,0.87,20,974,55815204,New York
139,139,C1058,2008,0.89,0.9,0.81,22,911,52216922,New York
140,140,C1058,2009,0.85,0.85,0.75,21,834,49253683,New York
141,141,C1058,2010,0.73,0.88,0.76,18,838,49769735,New York
142,142,C1058,2011,0.7,0.89,0.74,17,815,48557469,New York
143,143,C1058,2012,0.69,1.06,0.73,17,965,50301212,New York
144,144,C1058,2013,0.74,0.0,0.0,18,0,0,New York
145,145,C1058,2014,0.78,1.56,1.08,19,1376,76329311,New York
146,146,C1058,2015,0.83,1.51,1.13,20,1316,80058921,New York
147,147,C1058,2016,0.77,0.82,0.63,18,694,44669037,New York
148,148,C1058,2017,0.78,0.81,0.57,18,671,41275061,New York
149,149,C1058,2018,0.75,0.0,0.0,17,0,0,New York
150,150,C1074,1990,1.45,1.45,1.26,32,1001,23406958,New Mexico
151,151,C1074,1991,1.4,1.4,1.17,32,967,22449561,New Mexico
152,152,C1074,1992,1.47,1.36,1.16,34,959,23134226,New Mexico
153,153,C1074,1993,1.38,1.26,1.08,33,917,23422209,New Mexico
154,154,C1074,1994,1.31,1.29,1.15,33,990,27842289,New Mexico
155,155,C1074,1995,1.16,1.3,1.21,30,1040,31960988,New Mexico
156,156,C1074,1996,1.22,1.31,1.18,31,1080,34243685,New Mexico
157,157,C1074,1997,0.99,1.34,1.26,25,1112,38437566,New Mexico
158,158,C1074,1998,0.97,1.38,1.19,24,1166,40852761,New Mexico
159,159,C1074,1999,0.97,1.32,1.14,24,1134,42086230,New Mexico
160,160,C1074,2000,1.1,1.21,1.05,27,1097,42436619,New Mexico
161,161,C1074,2001,1.08,1.17,1.03,26,1079,43841903,New Mexico
162,162,C1074,2002,1.0,1.12,1.01,24,1015,43022023,New Mexico
163,163,C1074,2003,1.06,1.11,0.99,25,988,43144185,New Mexico
164,164,C1074,2004,1.19,1.11,0.98,27,991,44505229,New Mexico
165,165,C1074,2005,1.26,0.0,0.0,28,0,0,New Mexico
166,166,C1074,2006,1.28,0.0,0.0,29,0,0,New Mexico
167,167,C1074,2007,1.27,0.0,0.0,29,0,0,New Mexico
168,168,C1074,2008,1.39,0.0,0.0,32,0,0,New Mexico
169,169,C1074,2009,1.45,0.0,0.0,33,0,0,New Mexico
170,170,C1074,2010,1.43,0.0,0.0,33,0,0,New Mexico
171,171,C1074,2011,1.42,0.0,0.0,32,0,0,New Mexico
172,172,C1074,2012,1.5,0.0,0.0,34,0,0,New Mexico
173,173,C1074,2013,1.62,0.0,0.0,36,0,0,New Mexico
174,174,C1074,2014,1.49,0.0,0.0,33,0,0,New Mexico
175,175,C1074,2015,1.31,0.0,0.0,29,0,0,New Mexico
176,176,C1074,2016,1.41,1.0,0.79,31,713,39528136,New Mexico
177,177,C1074,2017,1.52,1.04,0.81,33,726,40657701,New Mexico
178,178,C1074,2018,1.5,0.97,0.75,33,675,39408487,New Mexico
179,179,C1078,2001,0.0,0.0,0.0,0,0,0,Louisiana
180,180,C1078,2002,0.0,0.0,0.0,0,0,0,Louisiana
181,181,C1078,2003,0.0,0.0,0.0,0,0,0,Louisiana
182,182,C1078,2004,4.2,0.0,0.0,18,0,0,Louisiana
183,183,C1078,2005,3.75,0.0,0.0,16,0,0,Louisiana
184,184,C1078,2006,3.48,0.0,0.0,15,0,0,Louisiana
185,185,C1078,2007,3.05,0.0,0.0,13,0,0,Louisiana
186,186,C1078,2008,3.21,0.0,0.0,14,0,0,Louisiana
187,187,C1078,2009,2.99,0.0,0.0,13,0,0,Louisiana
188,188,C1078,2010,2.92,0.0,0.0,13,0,0,Louisiana
189,189,C1078,2011,2.85,0.0,0.0,12,0,0,Louisiana
190,190,C1078,2012,2.64,0.0,0.0,11,0,0,Louisiana
191,191,C1078,2013,2.68,1.41,0.87,11,183,6758616,Louisiana
192,192,C1078,2014,2.56,1.33,0.86,10,169,6675616,Louisiana
193,193,C1078,2015,2.32,1.46,1.07,9,181,7941893,Louisiana
194,194,C1078,2016,2.35,1.48,1.02,9,176,7512926,Louisiana
195,195,C1078,2017,1.58,1.17,0.75,6,132,5380322,Louisiana
196,196,C1078,2018,1.34,1.07,0.64,5,118,4662774,Louisiana
197,197,C1090,1990,0.69,0.78,0.58,16,572,12671926,Pennsylvania
198,197,C1090,1990,0.69,0.78,0.58,16,572,12671926,New Jersey
199,198,C1090,1991,0.64,0.76,0.59,15,542,12712935,Pennsylvania
200,198,C1090,1991,0.64,0.76,0.59,15,542,12712935,New Jersey
201,199,C1090,1992,0.69,0.75,0.58,16,532,13176931,Pennsylvania
202,199,C1090,1992,0.69,0.75,0.58,16,532,13176931,New Jersey
203,200,C1090,1993,0.7,0.76,0.59,16,538,13900776,Pennsylvania
204,200,C1090,1993,0.7,0.76,0.59,16,538,13900776,New Jersey
205,201,C1090,1994,0.79,0.79,0.64,18,554,15771058,Pennsylvania
206,201,C1090,1994,0.79,0.79,0.64,18,554,15771058,New Jersey
207,202,C1090,1995,0.84,1.04,1.02,19,737,26746144,Pennsylvania
208,202,C1090,1995,0.84,1.04,1.02,19,737,26746144,New Jersey
209,203,C1090,1996,0.79,1.03,1.06,18,738,30447927,Pennsylvania
210,203,C1090,1996,0.79,1.03,1.06,18,738,30447927,New Jersey
211,204,C1090,1997,0.7,1.06,0.95,16,775,28417127,Pennsylvania
212,204,C1090,1997,0.7,1.06,0.95,16,775,28417127,New Jersey
213,205,C1090,1998,0.7,1.11,0.94,16,837,31579810,Pennsylvania
214,205,C1090,1998,0.7,1.11,0.94,16,837,31579810,New Jersey
215,206,C1090,1999,0.75,1.01,0.91,17,777,33528786,Pennsylvania
216,206,C1090,1999,0.75,1.01,0.91,17,777,33528786,New Jersey
217,207,C1090,2000,0.8,1.13,1.03,18,915,40626913,Pennsylvania
218,207,C1090,2000,0.8,1.13,1.03,18,915,40626913,New Jersey
219,208,C1090,2001,0.0,0.0,0.0,0,0,0,Pennsylvania
220,208,C1090,2001,0.0,0.0,0.0,0,0,0,New Jersey
221,209,C1090,2002,0.0,0.0,0.0,0,0,0,Pennsylvania
222,209,C1090,2002,0.0,0.0,0.0,0,0,0,New Jersey
223,210,C1090,2003,0.0,0.0,0.0,0,0,0,Pennsylvania
224,210,C1090,2003,0.0,0.0,0.0,0,0,0,New Jersey
225,211,C1090,2004,0.86,0.0,0.0,19,0,0,Pennsylvania
226,211,C1090,2004,0.86,0.0,0.0,19,0,0,New Jersey
227,212,C1090,2005,0.88,0.0,0.0,19,0,0,Pennsylvania
228,212,C1090,2005,0.88,0.0,0.0,19,0,0,New Jersey
229,213,C1090,2006,0.97,1.08,0.91,21,868,42869832,Pennsylvania
230,213,C1090,2006,0.97,1.08,0.91,21,868,42869832,New Jersey
231,214,C1090,2007,0.83,1.06,0.86,18,853,42504364,Pennsylvania
232,214,C1090,2007,0.83,1.06,0.86,18,853,42504364,New Jersey
233,215,C1090,2008,0.83,1.08,0.91,18,837,43959250,Pennsylvania
234,215,C1090,2008,0.83,1.08,0.91,18,837,43959250,New Jersey
235,216,C1090,2009,0.84,1.08,0.95,18,812,45223499,Pennsylvania
236,216,C1090,2009,0.84,1.08,0.95,18,812,45223499,New Jersey
237,217,C1090,2010,0.85,0.0,0.0,18,0,0,Pennsylvania
238,217,C1090,2010,0.85,0.0,0.0,18,0,0,New Jersey
239,218,C1090,2011,0.82,0.0,0.0,17,0,0,Pennsylvania
240,218,C1090,2011,0.82,0.0,0.0,17,0,0,New Jersey
241,219,C1090,2012,0.87,1.09,0.88,18,787,45465759,Pennsylvania
242,219,C1090,2012,0.87,1.09,0.88,18,787,45465759,New Jersey
243,220,C1090,2013,0.85,0.0,0.0,17,0,0,Pennsylvania
244,220,C1090,2013,0.85,0.0,0.0,17,0,0,New Jersey
245,221,C1090,2014,0.81,0.0,0.0,16,0,0,Pennsylvania
246,221,C1090,2014,0.81,0.0,0.0,16,0,0,New Jersey
247,222,C1090,2015,0.77,0.54,0.35,15,373,18003364,Pennsylvania
248,222,C1090,2015,0.77,0.54,0.35,15,373,18003364,New Jersey
249,223,C1090,2016,0.72,0.54,0.36,14,365,18461057,Pennsylvania
250,223,C1090,2016,0.72,0.54,0.36,14,365,18461057,New Jersey
251,224,C1090,2017,0.79,0.56,0.36,15,367,19324606,Pennsylvania
252,224,C1090,2017,0.79,0.56,0.36,15,367,19324606,New Jersey
253,225,C1090,2018,0.81,0.0,0.0,15,0,0,Pennsylvania
254,225,C1090,2018,0.81,0.0,0.0,15,0,0,New Jersey
255,226,C1102,1990,2.22,1.64,1.13,9,221,3582616,Pennsylvania
256,227,C1102,1991,2.16,1.69,1.18,9,220,3666839,Pennsylvania
257,228,C1102,1992,2.14,1.67,1.1,9,221,3651420,Pennsylvania
258,229,C1102,1993,2.1,1.64,1.12,9,222,3924371,Pennsylvania
259,230,C1102,1994,2.1,1.68,1.17,9,228,4369472,Pennsylvania
260,231,C1102,1995,2.83,1.76,1.25,12,242,4960040,Pennsylvania
261,232,C1102,1996,2.83,1.74,1.17,12,244,5118606,Pennsylvania
262,233,C1102,1997,2.55,1.64,1.19,11,232,5394681,Pennsylvania
263,234,C1102,1998,2.59,1.67,1.09,11,242,5545187,Pennsylvania
264,235,C1102,1999,2.39,1.75,1.11,10,258,6153426,Pennsylvania
265,236,C1102,2000,2.15,1.67,1.19,9,251,6966716,Pennsylvania
266,237,C1102,2001,2.54,1.35,0.9,11,206,5393056,Pennsylvania
267,238,C1102,2002,2.46,1.27,0.88,10,192,5256714,Pennsylvania
268,239,C1102,2003,2.54,1.27,0.86,10,190,5245943,Pennsylvania
269,240,C1102,2004,2.57,1.25,0.83,10,187,5300196,Pennsylvania
270,241,C1102,2005,2.35,1.21,0.8,9,178,5130519,Pennsylvania
271,242,C1102,2006,2.1,1.23,0.84,8,179,5451851,Pennsylvania
272,243,C1102,2007,2.12,1.21,0.81,8,176,5579566,Pennsylvania
273,244,C1102,2008,1.89,1.22,0.79,7,170,5312100,Pennsylvania
274,245,C1102,2009,1.89,1.12,0.71,7,153,4854752,Pennsylvania
275,246,C1102,2010,1.87,1.1,0.74,7,146,5038732,Pennsylvania
276,247,C1102,2011,1.9,1.17,0.76,7,150,5303403,Pennsylvania
277,248,C1102,2012,1.62,1.14,0.73,6,144,5279979,Pennsylvania
278,249,C1102,2013,1.68,1.22,0.79,6,152,5685114,Pennsylvania
279,250,C1102,2014,1.42,1.21,0.74,5,146,5316360,Pennsylvania
280,251,C1102,2015,1.44,1.12,0.7,5,131,4953397,Pennsylvania
281,252,C1102,2016,1.49,1.15,0.77,5,129,5328257,Pennsylvania
282,253,C1102,2017,1.52,1.23,0.77,5,135,5392768,Pennsylvania
283,254,C1102,2018,1.55,1.15,0.7,5,124,5125563,Pennsylvania
284,255,C1110,2001,0.0,0.0,0.0,0,0,0,Texas
285,256,C1110,2002,0.0,0.0,0.0,0,0,0,Texas
286,257,C1110,2003,0.0,0.0,0.0,0,0,0,Texas
287,258,C1110,2004,1.74,0.0,0.0,12,0,0,Texas
288,259,C1110,2005,1.63,1.53,1.09,11,395,13240405,Texas
289,260,C1110,2006,1.92,1.56,0.97,13,408,12590814,Texas
290,261,C1110,2007,2.03,1.59,0.96,14,419,13271150,Texas
291,262,C1110,2008,2.08,0.0,0.0,14,0,0,Texas
292,263,C1110,2009,1.94,0.0,0.0,13,0,0,Texas
293,264,C1110,2010,1.93,0.0,0.0,13,0,0,Texas
294,265,C1110,2011,1.95,0.0,0.0,13,0,0,Texas
295,266,C1110,2012,1.64,0.0,0.0,11,0,0,Texas
296,267,C1110,2013,1.92,1.64,1.1,13,391,17138941,Texas
297,268,C1110,2014,2.07,1.61,1.09,14,376,17113075,Texas
298,269,C1110,2015,2.08,1.58,1.08,14,364,16809544,Texas
299,270,C1110,2016,1.95,1.59,1.03,13,354,15793271,Texas
300,271,C1110,2017,1.52,0.0,0.0,10,0,0,Texas
301,272,C1110,2018,1.53,1.38,0.77,10,294,12343264,Texas
302,273,C1118,2001,0.0,0.0,0.0,0,0,0,Iowa
303,274,C1118,2002,0.0,0.0,0.0,0,0,0,Iowa
304,275,C1118,2003,0.0,0.0,0.0,0,0,0,Iowa
305,276,C1118,2004,0.38,0.0,0.0,1,0,0,Iowa
306,277,C1118,2005,0.39,0.0,0.0,1,0,0,Iowa
307,278,C1118,2006,0.39,0.0,0.0,1,0,0,Iowa
308,279,C1118,2007,0.4,0.0,0.0,1,0,0,Iowa
309,280,C1118,2008,0.39,0.0,0.0,1,0,0,Iowa
310,281,C1118,2009,0.39,0.0,0.0,1,0,0,Iowa
311,282,C1118,2010,0.77,0.0,0.0,2,0,0,Iowa
312,283,C1118,2011,0.78,0.0,0.0,2,0,0,Iowa
313,284,C1118,2012,0.39,0.0,0.0,1,0,0,Iowa
314,285,C1118,2013,1.16,0.12,0.05,3,11,343964,Iowa
315,286,C1118,2014,1.55,0.14,0.07,4,13,444416,Iowa
316,287,C1118,2015,1.54,0.17,0.07,4,16,482838,Iowa
317,288,C1118,2016,1.59,0.17,0.06,4,15,405520,Iowa
318,289,C1118,2017,1.59,0.22,0.06,4,19,384848,Iowa
319,290,C1118,2018,1.99,0.18,0.05,5,15,331583,Iowa
320,291,C1126,2001,0.0,0.0,0.0,0,0,0,Alaska
321,292,C1126,2002,0.0,0.0,0.0,0,0,0,Alaska
322,293,C1126,2003,0.0,0.0,0.0,0,0,0,Alaska
323,294,C1126,2004,1.81,0.0,0.0,20,0,0,Alaska
324,295,C1126,2005,1.91,0.0,0.0,21,0,0,Alaska
325,296,C1126,2006,1.72,0.0,0.0,19,0,0,Alaska
326,297,C1126,2007,1.65,0.0,0.0,18,0,0,Alaska
327,298,C1126,2008,1.81,0.0,0.0,20,0,0,Alaska
328,299,C1126,2009,1.84,1.38,0.81,20,536,22673240,Alaska
329,300,C1126,2010,1.92,1.33,0.77,21,514,21893978,Alaska
330,301,C1126,2011,2.21,0.0,0.0,24,0,0,Alaska
331,302,C1126,2012,2.0,0.0,0.0,22,0,0,Alaska
332,303,C1126,2013,1.93,0.0,0.0,21,0,0,Alaska
333,304,C1126,2014,1.86,0.0,0.0,20,0,0,Alaska
334,305,C1126,2015,1.97,0.0,0.0,21,0,0,Alaska
335,306,C1126,2016,1.93,1.32,0.88,20,442,25323381,Alaska
336,307,C1126,2017,1.89,1.39,0.89,19,447,24964106,Alaska
337,308,C1126,2018,2.02,1.37,0.84,20,433,24396707,Alaska
338,309,C1130,2001,0.93,0.57,0.3,3,68,1564714,
339,310,C1130,2002,0.0,0.0,0.0,0,0,0,
340,311,C1130,2003,0.0,0.0,0.0,0,0,0,
341,312,C1130,2004,0.34,0.0,0.0,1,0,0,
342,313,C1130,2005,0.36,0.0,0.0,1,0,0,
343,314,C1130,2006,0.37,0.0,0.0,1,0,0,
344,315,C1130,2007,0.37,0.0,0.0,1,0,0,
345,316,C1130,2008,0.38,0.0,0.0,1,0,0,
346,317,C1130,2009,0.39,0.0,0.0,1,0,0,
347,318,C1130,2010,0.4,0.0,0.0,1,0,0,
348,319,C1130,2011,0.4,0.0,0.0,1,0,0,
349,320,C1130,2012,0.4,0.0,0.0,1,0,0,
350,321,C1134,2001,0.0,0.0,0.0,0,0,0,
351,322,C1134,2002,0.86,0.43,0.23,4,68,1426897,
352,323,C1134,2003,0.69,0.41,0.18,3,62,1121001,
353,324,C1134,2004,0.72,0.38,0.2,3,56,1261334,
354,325,C1134,2005,0.72,0.36,0.2,3,53,1278430,
355,326,C1134,2006,0.93,0.29,0.2,4,43,1310227,
356,327,C1134,2007,0.76,0.0,0.0,3,0,0,
357,328,C1134,2008,0.51,0.0,0.0,2,0,0,
358,329,C1134,2009,0.53,0.0,0.0,2,0,0,
359,330,C1134,2010,0.54,0.0,0.0,2,0,0,
360,331,C1134,2011,0.56,0.0,0.0,2,0,0,
361,332,C1134,2012,0.28,0.0,0.0,1,0,0,
362,333,C1146,2001,0.0,0.0,0.0,0,0,0,Michigan
363,334,C1146,2002,0.0,0.0,0.0,0,0,0,Michigan
364,335,C1146,2003,0.0,0.0,0.0,0,0,0,Michigan
365,336,C1146,2004,0.31,0.25,0.14,3,123,4480701,Michigan
366,337,C1146,2005,0.32,0.0,0.0,3,0,0,Michigan
367,338,C1146,2006,0.22,0.0,0.0,2,0,0,Michigan
368,339,C1146,2007,0.34,0.0,0.0,3,0,0,Michigan
369,340,C1146,2008,0.22,0.0,0.0,2,0,0,Michigan
370,341,C1146,2009,0.23,0.0,0.0,2,0,0,Michigan
371,342,C1146,2010,0.45,0.0,0.0,4,0,0,Michigan
372,343,C1146,2011,0.47,0.0,0.0,4,0,0,Michigan
373,344,C1146,2012,0.46,0.0,0.0,4,0,0,Michigan
374,345,C1146,2013,0.46,0.35,0.15,4,146,5191260,Michigan
375,346,C1146,2014,0.47,0.0,0.0,4,0,0,Michigan
376,347,C1146,2015,0.6,0.0,0.0,5,0,0,Michigan
377,348,C1146,2016,0.62,0.0,0.0,5,0,0,Michigan
378,349,C1146,2017,0.62,0.0,0.0,5,0,0,Michigan
379,350,C1146,2018,0.63,0.0,0.0,5,0,0,Michigan
380,351,C1150,1990,2.13,1.12,0.67,7,135,1954056,Alabama
381,352,C1150,1991,2.06,1.02,0.63,7,122,1859399,Alabama
382,353,C1150,1992,1.78,0.88,0.64,6,104,1917747,Alabama
383,354,C1150,1993,1.76,0.91,0.71,6,107,2165190,Alabama
384,355,C1150,1994,1.7,0.97,0.72,6,112,2328797,Alabama
385,356,C1150,1995,1.99,1.29,1.02,7,151,3505711,Alabama
386,357,C1150,1996,2.26,1.53,1.53,8,181,5556906,Alabama
