,Unnamed: 0,area_fips,year,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,State Name
28,28,C1090,1999,0.87,0.31,0.21,3,19,808311,Pennsylvania
29,28,C1090,1999,0.87,0.31,0.21,3,19,808311,New Jersey
30,29,C1090,2000,0.72,0.36,0.23,5,41,1797660,Pennsylvania
31,29,C1090,2000,0.72,0.36,0.23,5,41,1797660,New Jersey
32,30,C1090,2001,0.0,0.0,0.0,0,0,0,Pennsylvania
33,30,C1090,2001,0.0,0.0,0.0,0,0,0,New Jersey
34,31,C1090,2002,0.0,0.0,0.0,0,0,0,Pennsylvania
35,31,C1090,2002,0.0,0.0,0.0,0,0,0,New Jersey
36,32,C1090,2003,0.0,0.0,0.0,0,0,0,Pennsylvania
37,32,C1090,2003,0.0,0.0,0.0,0,0,0,New Jersey
38,33,C1090,2004,1.01,0.0,0.0,7,0,0,Pennsylvania
39,33,C1090,2004,1.01,0.0,0.0,7,0,0,New Jersey
40,34,C1090,2005,0.68,0.0,0.0,5,0,0,Pennsylvania
41,34,C1090,2005,0.68,0.0,0.0,5,0,0,New Jersey
42,35,C1090,2006,0.48,0.26,0.19,4,22,1200093,Pennsylvania
43,35,C1090,2006,0.48,0.26,0.19,4,22,1200093,New Jersey
44,36,C1102,2001,0.0,0.0,0.0,0,0,0,Pennsylvania
45,37,C1102,2002,0.0,0.0,0.0,0,0,0,Pennsylvania
46,38,C1102,2003,0.0,0.0,0.0,0,0,0,Pennsylvania
47,39,C1102,2004,0.82,0.0,0.0,1,0,0,Pennsylvania
48,40,C1102,2005,0.77,0.0,0.0,1,0,0,Pennsylvania
49,41,C1102,2006,0.69,0.0,0.0,1,0,0,Pennsylvania
50,42,C1110,2004,0.0,0.0,0.0,0,0,0,Texas
51,43,C1110,2005,0.44,0.0,0.0,1,0,0,Texas
52,44,C1110,2006,0.77,0.0,0.0,2,0,0,Texas
53,45,C1118,2001,0.0,0.0,0.0,0,0,0,Iowa
54,46,C1118,2002,0.0,0.0,0.0,0,0,0,Iowa
55,47,C1118,2003,0.0,0.0,0.0,0,0,0,Iowa
56,48,C1126,2001,0.73,0.32,0.17,3,16,611084,Alaska
57,49,C1126,2002,0.0,0.0,0.0,0,0,0,Alaska
58,50,C1126,2003,0.86,0.42,0.17,3,15,428953,Alaska
59,51,C1126,2004,0.58,0.0,0.0,2,0,0,Alaska
60,52,C1126,2005,0.81,0.29,0.18,3,11,513342,Alaska
61,53,C1126,2006,0.71,0.29,0.19,3,12,627141,Alaska
62,54,C1130,2001,0.0,0.0,0.0,0,0,0,
63,55,C1130,2002,0.0,0.0,0.0,0,0,0,
64,56,C1130,2003,0.0,0.0,0.0,0,0,0,
65,57,C1130,2004,1.08,0.0,0.0,1,0,0,
66,58,C1130,2005,1.06,0.0,0.0,1,0,0,
67,59,C1130,2006,0.96,0.0,0.0,1,0,0,
68,60,C1134,2001,0.0,0.0,0.0,0,0,0,
69,61,C1146,2001,0.99,0.18,0.07,4,12,375225,Michigan
70,62,C1146,2002,1.39,0.19,0.09,5,10,365062,Michigan
71,63,C1146,2003,2.26,0.49,0.44,7,22,1544321,Michigan
72,64,C1146,2004,1.98,0.0,0.0,6,0,0,Michigan
73,65,C1146,2005,1.58,0.6,0.58,5,28,2246924,Michigan
74,66,C1146,2006,1.7,0.7,0.64,6,35,2767135,Michigan
75,67,C1150,2003,0.0,0.0,0.0,0,0,0,Alabama
76,68,C1150,2004,1.05,0.0,0.0,1,0,0,Alabama
77,69,C1150,2005,1.0,0.0,0.0,1,0,0,Alabama
78,70,C1150,2006,0.9,0.0,0.0,1,0,0,Alabama
79,71,C1154,2006,0.4,0.0,0.0,1,0,0,Wisconsin
80,72,C1170,2001,0.0,0.0,0.0,0,0,0,North Carolina
81,73,C1170,2002,0.0,0.0,0.0,0,0,0,North Carolina
82,74,C1170,2003,0.0,0.0,0.0,0,0,0,North Carolina
83,75,C1170,2004,0.73,0.0,0.0,3,0,0,North Carolina
84,76,C1170,2005,0.68,0.0,0.0,3,0,0,North Carolina
85,77,C1170,2006,0.78,0.23,0.08,4,10,207923,North Carolina
86,78,C1202,2001,0.0,0.0,0.0,0,0,0,Georgia
87,79,C1202,2002,0.0,0.0,0.0,0,0,0,Georgia
88,80,C1202,2003,0.0,0.0,0.0,0,0,0,Georgia
89,81,C1202,2004,1.21,0.0,0.0,2,0,0,Georgia
90,82,C1202,2005,2.26,0.0,0.0,4,0,0,Georgia
91,83,C1202,2006,1.5,0.0,0.0,3,0,0,Georgia
92,84,C1206,1990,1.04,0.55,0.38,9,128,2517227,Georgia
93,85,C1206,1991,1.45,0.62,0.44,12,130,2819165,Georgia
94,86,C1206,1992,1.54,0.87,0.61,12,153,3414152,Georgia
95,87,C1206,1993,1.6,0.96,0.74,12,164,4202429,Georgia
96,88,C1206,1994,1.22,0.6,0.5,9,110,3083328,Georgia
97,89,C1206,1995,1.13,0.37,0.33,9,74,2389565,Georgia
98,90,C1206,1996,0.94,0.29,0.28,9,72,2666521,Georgia
99,91,C1206,1997,1.05,0.53,0.69,12,149,8483068,Georgia
100,92,C1206,1998,1.1,0.71,0.55,15,201,10319895,Georgia
101,93,C1206,1999,1.05,0.71,0.74,25,306,23419231,Georgia
102,94,C1206,2000,0.91,1.02,0.95,43,819,61291554,Georgia
103,95,C1206,2001,0.0,0.0,0.0,0,0,0,Georgia
104,96,C1206,2002,1.34,1.57,1.63,73,892,71232034,Georgia
105,97,C1206,2003,1.41,1.11,1.14,71,552,42166527,Georgia
106,98,C1206,2004,1.35,1.13,1.11,67,559,42936254,Georgia
107,99,C1206,2005,1.19,1.2,1.21,63,644,52591330,Georgia
108,100,C1206,2006,0.98,0.99,1.07,59,589,53206772,Georgia
109,101,C1210,2001,0.0,0.0,0.0,0,0,0,New Jersey
110,102,C1210,2002,0.0,0.0,0.0,0,0,0,New Jersey
111,103,C1210,2003,1.23,0.51,0.49,3,17,1009016,New Jersey
112,104,C1210,2004,1.24,0.0,0.0,3,0,0,New Jersey
113,105,C1210,2005,1.55,0.0,0.0,4,0,0,New Jersey
114,106,C1210,2006,1.36,0.0,0.0,4,0,0,New Jersey
115,107,C1226,2001,0.0,0.0,0.0,0,0,0,Georgia
116,107,C1226,2001,0.0,0.0,0.0,0,0,0,South Carolina
117,108,C1226,2002,0.0,0.0,0.0,0,0,0,Georgia
118,108,C1226,2002,0.0,0.0,0.0,0,0,0,South Carolina
119,109,C1226,2003,0.0,0.0,0.0,0,0,0,Georgia
120,109,C1226,2003,0.0,0.0,0.0,0,0,0,South Carolina
121,110,C1226,2004,0.51,0.0,0.0,2,0,0,Georgia
122,110,C1226,2004,0.51,0.0,0.0,2,0,0,South Carolina
123,111,C1226,2005,0.47,0.0,0.0,2,0,0,Georgia
124,111,C1226,2005,0.47,0.0,0.0,2,0,0,South Carolina
125,112,C1226,2006,0.21,0.0,0.0,1,0,0,Georgia
126,112,C1226,2006,0.21,0.0,0.0,1,0,0,South Carolina
127,113,C1242,1992,1.69,0.17,0.1,3,8,132656,Texas
128,114,C1242,1996,3.35,0.66,0.41,8,47,1030762,Texas
129,115,C1242,1997,2.75,0.26,0.28,8,21,929471,Texas
130,116,C1242,1998,2.89,0.41,0.23,10,34,1287377,Texas
131,117,C1242,1999,2.72,0.77,0.47,16,99,4642439,Texas
132,118,C1242,2000,2.13,1.3,0.99,26,320,20375454,Texas
133,119,C1242,2001,0.0,0.0,0.0,0,0,0,Texas
134,120,C1242,2002,0.0,0.0,0.0,0,0,0,Texas
135,121,C1242,2003,2.16,1.35,1.15,27,201,12417950,Texas
136,122,C1242,2004,2.13,1.36,1.39,27,202,15800356,Texas
137,123,C1242,2005,1.97,0.84,1.15,27,139,14990927,Texas
138,124,C1242,2006,1.88,0.87,1.12,30,162,17311039,Texas
139,125,C1254,2001,0.0,0.0,0.0,0,0,0,California
140,126,C1254,2002,0.0,0.0,0.0,0,0,0,California
141,127,C1254,2003,0.0,0.0,0.0,0,0,0,California
142,128,C1258,2001,0.0,0.0,0.0,0,0,0,Maryland
143,129,C1258,2002,0.44,0.03,0.03,12,11,631942,Maryland
144,130,C1258,2003,0.48,0.06,0.03,12,17,529153,Maryland
145,131,C1258,2004,0.56,0.12,0.06,14,32,1296375,Maryland
146,132,C1258,2005,0.79,0.0,0.0,21,0,0,Maryland
147,133,C1258,2006,0.79,0.29,0.2,24,92,5230174,Maryland
148,134,C1262,2006,0.0,0.0,0.0,0,0,0,Maine
149,135,C1270,1999,2.42,1.09,0.37,4,19,373594,Massachusetts
150,136,C1270,2000,1.78,0.86,0.43,6,28,846615,Massachusetts
151,137,C1270,2001,1.73,0.89,0.36,7,27,676550,Massachusetts
152,138,C1270,2002,1.88,0.83,0.38,7,20,551986,Massachusetts
153,139,C1270,2003,2.03,0.79,0.45,7,17,565859,Massachusetts
154,140,C1270,2004,2.05,0.71,0.43,7,15,573277,Massachusetts
155,141,C1270,2005,2.21,0.94,0.49,8,21,694828,Massachusetts
156,142,C1270,2006,1.77,0.92,0.49,7,22,781524,Massachusetts
157,143,C1294,2001,0.68,0.74,0.27,6,83,1801015,Louisiana
158,144,C1294,2002,0.63,0.65,0.28,5,56,1443513,Louisiana
159,145,C1294,2003,0.0,0.0,0.0,0,0,0,Louisiana
160,146,C1294,2004,0.44,0.4,0.17,3,30,758911,Louisiana
161,147,C1294,2005,0.54,0.0,0.0,4,0,0,Louisiana
162,148,C1294,2006,0.58,0.26,0.13,5,24,820236,Louisiana
163,149,C1298,2002,0.0,0.0,0.0,0,0,0,Michigan
164,150,C1298,2003,0.0,0.0,0.0,0,0,0,Michigan
165,151,C1298,2004,0.97,0.0,0.0,1,0,0,Michigan
166,152,C1298,2005,0.93,0.0,0.0,1,0,0,Michigan
167,153,C1314,2003,0.0,0.0,0.0,0,0,0,Texas
168,154,C1314,2004,0.34,0.0,0.0,1,0,0,Texas
169,155,C1314,2005,0.33,0.0,0.0,1,0,0,Texas
170,156,C1338,2001,0.0,0.0,0.0,0,0,0,Washington
171,157,C1338,2002,0.0,0.0,0.0,0,0,0,Washington
172,158,C1338,2003,0.0,0.0,0.0,0,0,0,Washington
173,159,C1338,2004,0.85,0.0,0.0,2,0,0,Washington
174,160,C1338,2005,0.8,0.0,0.0,2,0,0,Washington
175,161,C1338,2006,1.04,0.0,0.0,3,0,0,Washington
176,162,C1346,2001,0.0,0.0,0.0,0,0,0,Oregon
177,163,C1346,2002,0.0,0.0,0.0,0,0,0,Oregon
178,164,C1346,2003,0.0,0.0,0.0,0,0,0,Oregon
179,165,C1346,2004,0.48,0.0,0.0,1,0,0,Oregon
180,166,C1346,2005,0.85,0.0,0.0,2,0,0,Oregon
181,167,C1346,2006,1.05,0.23,0.75,3,4,798374,Oregon
182,168,C1374,2001,0.0,0.0,0.0,0,0,0,Montana
183,169,C1374,2002,0.0,0.0,0.0,0,0,0,Montana
184,170,C1374,2003,0.0,0.0,0.0,0,0,0,Montana
185,171,C1374,2004,0.45,0.0,0.0,1,0,0,Montana
186,172,C1378,2001,0.0,0.0,0.0,0,0,0,New York
187,173,C1378,2004,0.51,0.0,0.0,1,0,0,New York
188,174,C1378,2005,0.49,0.0,0.0,1,0,0,New York
189,175,C1378,2006,0.44,0.0,0.0,1,0,0,New York
190,176,C1382,2001,0.0,0.0,0.0,0,0,0,Alabama
191,177,C1382,2002,0.0,0.0,0.0,0,0,0,Alabama
192,178,C1382,2003,0.0,0.0,0.0,0,0,0,Alabama
193,179,C1382,2004,0.2,0.0,0.0,2,0,0,Alabama
194,180,C1382,2005,0.28,0.0,0.0,3,0,0,Alabama
195,181,C1382,2006,0.5,0.0,0.0,6,0,0,Alabama
196,182,C1390,2001,0.0,0.0,0.0,0,0,0,North Dakota
197,183,C1390,2002,0.0,0.0,0.0,0,0,0,North Dakota
198,184,C1390,2003,0.0,0.0,0.0,0,0,0,North Dakota
199,185,C1390,2004,2.28,0.0,0.0,3,0,0,North Dakota
200,186,C1390,2005,1.43,0.0,0.0,2,0,0,North Dakota
201,187,C1390,2006,1.87,0.0,0.0,3,0,0,North Dakota
202,188,C1398,2001,0.0,0.0,0.0,0,0,0,Virginia
203,189,C1398,2002,0.0,0.0,0.0,0,0,0,Virginia
204,190,C1402,2001,1.69,5.12,4.06,3,121,5171002,Indiana
205,191,C1402,2002,0.0,0.0,0.0,0,0,0,Indiana
206,192,C1402,2003,0.0,0.0,0.0,0,0,0,Indiana
207,193,C1402,2005,0.67,0.0,0.0,1,0,0,Indiana
208,194,C1402,2006,0.6,0.0,0.0,1,0,0,Indiana
209,195,C1426,2001,0.0,0.0,0.0,0,0,0,Idaho
210,196,C1426,2002,0.0,0.0,0.0,0,0,0,Idaho
211,197,C1426,2003,0.0,0.0,0.0,0,0,0,Idaho
212,198,C1426,2004,0.91,0.0,0.0,6,0,0,Idaho
213,199,C1426,2005,0.82,0.0,0.0,6,0,0,Idaho
214,200,C1426,2006,0.81,0.0,0.0,7,0,0,Idaho
215,201,C1446,1990,1.75,1.19,1.02,22,389,10833841,Massachusetts
216,201,C1446,1990,1.75,1.19,1.02,22,389,10833841,New Hampshire
217,202,C1446,1991,1.69,1.34,1.09,19,380,10556182,Massachusetts
218,202,C1446,1991,1.69,1.34,1.09,19,380,10556182,New Hampshire
219,203,C1446,1992,2.17,1.22,1.17,21,278,9459399,Massachusetts
220,203,C1446,1992,2.17,1.22,1.17,21,278,9459399,New Hampshire
221,204,C1446,1993,2.67,1.36,1.24,24,289,9996945,Massachusetts
222,204,C1446,1993,2.67,1.36,1.24,24,289,9996945,New Hampshire
223,205,C1446,1994,2.62,1.46,1.35,23,324,11424553,Massachusetts
224,205,C1446,1994,2.62,1.46,1.35,23,324,11424553,New Hampshire
225,206,C1446,1995,3.08,1.66,1.43,29,396,13987547,Massachusetts
226,206,C1446,1995,3.08,1.66,1.43,29,396,13987547,New Hampshire
227,207,C1446,1996,4.04,1.93,1.58,45,558,20265485,Massachusetts
228,207,C1446,1996,4.04,1.93,1.58,45,558,20265485,New Hampshire
229,208,C1446,1997,3.87,2.55,2.06,50,828,33606046,Massachusetts
230,208,C1446,1997,3.87,2.55,2.06,50,828,33606046,New Hampshire
231,209,C1446,1998,4.35,3.23,2.01,67,1034,48563743,Massachusetts
232,209,C1446,1998,4.35,3.23,2.01,67,1034,48563743,New Hampshire
233,210,C1446,1999,4.41,3.62,2.59,114,1727,105849337,Massachusetts
234,210,C1446,1999,4.41,3.62,2.59,114,1727,105849337,New Hampshire
235,211,C1446,2000,3.88,4.18,2.99,203,3736,261221222,Massachusetts
236,211,C1446,2000,3.88,4.18,2.99,203,3736,261221222,New Hampshire
237,212,C1446,2001,0.0,0.0,0.0,0,0,0,Massachusetts
238,212,C1446,2001,0.0,0.0,0.0,0,0,0,New Hampshire
239,213,C1446,2002,3.47,4.66,3.86,198,2893,218434425,Massachusetts
240,213,C1446,2002,3.47,4.66,3.86,198,2893,218434425,New Hampshire
241,214,C1446,2003,0.0,0.0,0.0,0,0,0,Massachusetts
242,214,C1446,2003,0.0,0.0,0.0,0,0,0,New Hampshire
243,215,C1446,2004,3.65,0.0,0.0,189,0,0,Massachusetts
244,215,C1446,2004,3.65,0.0,0.0,189,0,0,New Hampshire
245,216,C1446,2005,3.16,0.0,0.0,173,0,0,Massachusetts
246,216,C1446,2005,3.16,0.0,0.0,173,0,0,New Hampshire
247,217,C1446,2006,2.84,0.0,0.0,168,0,0,Massachusetts
248,217,C1446,2006,2.84,0.0,0.0,168,0,0,New Hampshire
249,218,C1450,2001,2.7,1.03,1.3,16,64,7073145,Colorado
250,219,C1450,2002,3.0,1.34,1.24,15,55,4244751,Colorado
251,220,C1450,2003,0.0,0.0,0.0,0,0,0,Colorado
252,221,C1450,2004,4.59,0.0,0.0,20,0,0,Colorado
253,222,C1450,2005,5.09,1.76,1.32,24,65,4360548,Colorado
254,223,C1450,2006,5.2,0.0,0.0,28,0,0,Colorado
255,224,C1454,2006,0.73,0.0,0.0,1,0,0,Kentucky
256,225,C1474,2001,0.0,0.0,0.0,0,0,0,Washington
257,226,C1474,2002,1.83,0.45,0.76,5,9,967211,Washington
258,227,C1474,2003,2.44,0.5,0.82,6,9,903167,Washington
259,228,C1474,2004,2.22,0.33,0.68,5,6,798168,Washington
260,229,C1474,2005,2.92,0.0,0.0,7,0,0,Washington
261,230,C1474,2006,3.65,2.42,2.24,10,53,3357865,Washington
262,231,C1486,1990,1.87,5.6,6.07,6,349,14956578,Connecticut
263,232,C1486,1991,2.7,6.9,7.02,8,373,15908478,Connecticut
264,233,C1486,1992,2.98,9.56,9.76,8,414,18761891,Connecticut
265,234,C1486,1993,3.63,11.67,12.64,9,471,23538956,Connecticut
266,235,C1486,1994,4.21,7.3,6.81,10,302,13179626,Connecticut
267,236,C1486,1995,4.44,5.62,4.91,11,247,11114459,Connecticut
268,237,C1486,1996,3.81,6.28,5.49,11,332,16294952,Connecticut
269,238,C1486,1997,3.62,5.9,4.48,12,351,17530126,Connecticut
270,239,C1486,1998,3.12,6.27,4.55,12,368,26644331,Connecticut
271,240,C1486,1999,3.12,5.59,3.74,20,482,35978611,Connecticut
272,241,C1486,2000,2.72,4.71,2.72,35,747,53818348,Connecticut
273,242,C1486,2001,2.12,5.36,3.21,32,759,56955708,Connecticut
274,243,C1486,2002,2.15,5.26,3.34,29,576,41764600,Connecticut
275,244,C1486,2003,1.9,4.44,2.79,23,423,29674749,Connecticut
276,245,C1486,2004,1.97,4.44,3.66,23,412,41477157,Connecticut
277,246,C1486,2005,1.95,3.51,2.32,24,347,29685190,Connecticut
278,247,C1486,2006,1.58,3.17,2.01,22,343,29615271,Connecticut
279,248,C1518,2005,0.0,0.0,0.0,0,0,0,Texas
280,249,C1518,2006,0.37,0.0,0.0,1,0,0,Texas
281,250,C1526,2001,0.0,0.0,0.0,0,0,0,Georgia
282,251,C1526,2002,0.0,0.0,0.0,0,0,0,Georgia
283,252,C1526,2005,0.82,0.0,0.0,1,0,0,Georgia
284,253,C1526,2006,0.71,0.0,0.0,1,0,0,Georgia
285,254,C1538,1997,1.01,0.08,0.05,3,6,130493,New York
286,255,C1538,1998,0.89,0.07,0.03,3,5,107009,New York
287,256,C1538,2000,0.63,0.13,0.03,7,25,423088,New York
288,257,C1538,2001,0.0,0.0,0.0,0,0,0,New York
289,258,C1538,2002,0.42,0.14,0.07,5,20,618483,New York
290,259,C1538,2003,0.38,0.16,0.09,4,19,648533,New York
291,260,C1538,2004,0.49,0.15,0.09,5,18,676794,New York
292,261,C1538,2005,0.37,0.07,0.03,4,9,222318,New York
293,262,C1538,2006,0.42,0.1,0.03,5,13,300876,New York
294,263,C1550,2005,9.31,0.0,0.0,12,0,0,North Carolina
295,264,C1550,2006,2.07,0.0,0.0,3,0,0,North Carolina
296,265,C1554,2001,0.0,0.0,0.0,0,0,0,Vermont
297,266,C1554,2002,0.0,0.0,0.0,0,0,0,Vermont
298,267,C1554,2003,0.0,0.0,0.0,0,0,0,Vermont
299,268,C1554,2004,0.38,0.0,0.0,1,0,0,Vermont
300,269,C1554,2005,1.09,0.15,0.1,3,4,181509,Vermont
301,270,C1554,2006,1.29,0.35,0.24,4,10,505737,Vermont
302,271,C1594,2004,0.28,0.0,0.0,1,0,0,Ohio
303,272,C1594,2005,0.27,0.0,0.0,1,0,0,Ohio
304,273,C1598,2001,0.67,1.11,0.97,4,64,3286556,Florida
305,274,C1598,2002,1.05,1.7,1.47,6,79,3899445,Florida
306,275,C1598,2003,0.0,0.0,0.0,0,0,0,Florida
307,276,C1598,2004,0.7,0.94,0.86,4,42,2373627,Florida
308,277,C1598,2005,0.3,0.0,0.0,2,0,0,Florida
309,278,C1598,2006,0.38,0.0,0.0,3,0,0,Florida
310,279,C1618,2006,0.95,0.0,0.0,1,0,0,Nevada
311,280,C1630,2001,0.0,0.0,0.0,0,0,0,Iowa
312,281,C1630,2002,0.0,0.0,0.0,0,0,0,Iowa
313,282,C1630,2003,0.0,0.0,0.0,0,0,0,Iowa
314,283,C1630,2004,0.37,0.0,0.0,1,0,0,Iowa
315,284,C1630,2005,0.36,0.0,0.0,1,0,0,Iowa
316,285,C1630,2006,0.63,0.0,0.0,2,0,0,Iowa
317,286,C1658,2001,0.0,0.0,0.0,0,0,0,Illinois
318,287,C1658,2002,0.0,0.0,0.0,0,0,0,Illinois
319,288,C1658,2003,0.0,0.0,0.0,0,0,0,Illinois
320,289,C1658,2004,1.16,0.0,0.0,2,0,0,Illinois
321,290,C1658,2005,0.54,0.0,0.0,1,0,0,Illinois
322,291,C1658,2006,0.48,0.0,0.0,1,0,0,Illinois
323,292,C1670,2001,0.0,0.0,0.0,0,0,0,South Carolina
324,293,C1670,2002,0.0,0.0,0.0,0,0,0,South Carolina
325,294,C1670,2003,0.0,0.0,0.0,0,0,0,South Carolina
326,295,C1670,2004,0.69,0.0,0.0,4,0,0,South Carolina
327,296,C1670,2005,0.93,0.33,0.17,6,21,682095,South Carolina
328,297,C1670,2006,0.76,0.0,0.0,6,0,0,South Carolina
329,298,C1674,2000,0.59,0.11,0.12,10,31,2418755,North Carolina
330,298,C1674,2000,0.59,0.11,0.12,10,31,2418755,South Carolina
331,299,C1674,2001,0.0,0.0,0.0,0,0,0,North Carolina
332,299,C1674,2001,0.0,0.0,0.0,0,0,0,South Carolina
333,300,C1674,2002,1.05,0.46,0.21,20,91,3074217,North Carolina
334,300,C1674,2002,1.05,0.46,0.21,20,91,3074217,South Carolina
335,301,C1674,2003,0.74,0.49,0.34,12,84,4137182,North Carolina
336,301,C1674,2003,0.74,0.49,0.34,12,84,4137182,South Carolina
337,302,C1674,2004,0.75,0.0,0.0,12,0,0,North Carolina
338,302,C1674,2004,0.75,0.0,0.0,12,0,0,South Carolina
339,303,C1674,2005,0.53,1.01,0.54,9,189,8020696,North Carolina
340,303,C1674,2005,0.53,1.01,0.54,9,189,8020696,South Carolina
341,304,C1674,2006,0.65,0.79,0.9,13,166,15597914,North Carolina
342,304,C1674,2006,0.65,0.79,0.9,13,166,15597914,South Carolina
343,305,C1682,1999,3.87,1.51,1.39,4,26,1376304,Virginia
344,306,C1682,2000,3.32,3.88,2.94,7,125,5923784,Virginia
345,307,C1682,2001,0.0,0.0,0.0,0,0,0,Virginia
346,308,C1682,2002,4.27,5.15,3.04,10,119,4342804,Virginia
347,309,C1682,2003,3.75,7.08,4.46,8,143,5510038,Virginia
348,310,C1682,2004,2.82,1.83,1.55,6,37,2037927,Virginia
349,311,C1682,2005,1.73,0.0,0.0,4,0,0,Virginia
350,312,C1682,2006,0.78,0.0,0.0,2,0,0,Virginia
351,313,C1686,2001,0.0,0.0,0.0,0,0,0,Georgia
352,313,C1686,2001,0.0,0.0,0.0,0,0,0,Tennessee
353,314,C1686,2002,0.0,0.0,0.0,0,0,0,Georgia
354,314,C1686,2002,0.0,0.0,0.0,0,0,0,Tennessee
355,315,C1686,2003,0.0,0.0,0.0,0,0,0,Georgia
356,315,C1686,2003,0.0,0.0,0.0,0,0,0,Tennessee
357,316,C1686,2004,0.5,0.0,0.0,2,0,0,Georgia
358,316,C1686,2004,0.5,0.0,0.0,2,0,0,Tennessee
359,317,C1686,2005,0.24,0.0,0.0,1,0,0,Georgia
360,317,C1686,2005,0.24,0.0,0.0,1,0,0,Tennessee
361,318,C1686,2006,0.21,0.0,0.0,1,0,0,Georgia
362,318,C1686,2006,0.21,0.0,0.0,1,0,0,Tennessee
363,319,C1694,2001,0.0,0.0,0.0,0,0,0,Wyoming
364,320,C1694,2002,0.0,0.0,0.0,0,0,0,Wyoming
365,321,C1694,2003,0.0,0.0,0.0,0,0,0,Wyoming
366,322,C1694,2006,1.51,0.0,0.0,2,0,0,Wyoming
367,323,C1698,2001,0.0,0.0,0.0,0,0,0,Illinois
368,323,C1698,2001,0.0,0.0,0.0,0,0,0,Indiana
369,323,C1698,2001,0.0,0.0,0.0,0,0,0,Wisconsin
370,324,C1698,2002,0.0,0.0,0.0,0,0,0,Illinois
371,324,C1698,2002,0.0,0.0,0.0,0,0,0,Indiana
372,324,C1698,2002,0.0,0.0,0.0,0,0,0,Wisconsin
373,325,C1698,2003,0.0,0.0,0.0,0,0,0,Illinois
374,325,C1698,2003,0.0,0.0,0.0,0,0,0,Indiana
375,325,C1698,2003,0.0,0.0,0.0,0,0,0,Wisconsin
376,326,C1698,2004,0.72,0.0,0.0,61,0,0,Illinois
377,326,C1698,2004,0.72,0.0,0.0,61,0,0,Indiana
378,326,C1698,2004,0.72,0.0,0.0,61,0,0,Wisconsin
379,327,C1698,2005,0.81,0.0,0.0,74,0,0,Illinois
380,327,C1698,2005,0.81,0.0,0.0,74,0,0,Indiana
381,327,C1698,2005,0.81,0.0,0.0,74,0,0,Wisconsin
382,328,C1698,2006,0.88,1.34,1.07,92,1504,106376590,Illinois
383,328,C1698,2006,0.88,1.34,1.07,92,1504,106376590,Indiana
384,328,C1698,2006,0.88,1.34,1.07,92,1504,106376590,Wisconsin
385,329,C1702,2003,0.0,0.0,0.0,0,0,0,California
386,330,C1702,2004,0.37,0.0,0.0,1,0,0,California
387,331,C1714,1992,0.8,0.89,1.13,3,85,3102288,Kentucky
388,331,C1714,1992,0.8,0.89,1.13,3,85,3102288,Ohio
389,331,C1714,1992,0.8,0.89,1.13,3,85,3102288,Indiana
390,332,C1714,1997,0.61,0.04,0.08,3,5,409730,Kentucky
391,332,C1714,1997,0.61,0.04,0.08,3,5,409730,Ohio
392,332,C1714,1997,0.61,0.04,0.08,3,5,409730,Indiana
393,333,C1714,1998,1.04,0.1,0.1,6,14,804157,Kentucky
394,333,C1714,1998,1.04,0.1,0.1,6,14,804157,Ohio
