,area_fips,year,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,annual_avg_estabs,annual_avg_emplvl,total_annual_wages
41,C1038,2016,0.06,0.0,0.0,1,0,0
42,C1038,2017,0.06,0.0,0.0,1,0,0
43,C1038,2018,0.06,0.0,0.0,1,0,0
44,C1042,2001,0.0,0.0,0.0,0,0,0
45,C1042,2002,0.0,0.0,0.0,0,0,0
46,C1042,2003,0.0,0.0,0.0,0,0,0
47,C1042,2004,0.82,0.0,0.0,62,0,0
48,C1042,2005,0.83,0.0,0.0,62,0,0
49,C1042,2006,0.87,0.0,0.0,64,0,0
50,C1042,2007,0.92,0.0,0.0,68,0,0
51,C1042,2008,0.96,0.0,0.0,71,0,0
52,C1042,2009,0.96,0.0,0.0,68,0,0
53,C1042,2010,1.0,0.7,0.55,68,1248,68986735
54,C1042,2011,0.99,0.73,0.56,66,1276,72984506
55,C1042,2012,0.94,0.75,0.55,63,1292,73086606
56,C1042,2013,0.93,0.75,0.54,62,1254,72805218
57,C1042,2014,0.94,0.73,0.51,64,1210,71900551
58,C1042,2015,1.01,0.73,0.49,72,1201,72878016
59,C1042,2016,1.07,0.74,0.5,80,1208,75939774
60,C1042,2017,0.96,0.69,0.46,76,1121,74168994
61,C1042,2018,0.93,0.66,0.43,81,1059,74338845
62,C1050,1990,0.51,0.44,0.26,7,199,2854241
63,C1050,1991,0.42,0.43,0.25,6,191,2838489
64,C1050,1992,0.41,0.43,0.26,6,190,3085094
65,C1050,1993,0.4,0.44,0.3,6,200,3742709
66,C1050,1994,0.45,0.47,0.31,7,224,4370110
67,C1050,1995,0.55,0.5,0.36,9,249,5468999
68,C1050,1996,0.6,0.43,0.3,10,217,5177003
69,C1050,1997,0.47,0.41,0.28,8,208,5210583
70,C1050,1998,0.47,0.41,0.25,8,207,5206887
71,C1050,1999,0.41,0.42,0.23,7,212,5364188
72,C1050,2000,0.48,0.43,0.26,8,219,6256143
73,C1050,2001,0.0,0.0,0.0,0,0,0
74,C1050,2002,0.5,0.44,0.25,8,204,5443745
75,C1050,2003,0.56,0.42,0.24,9,193,5295726
76,C1050,2004,0.58,0.4,0.23,9,175,4829148
77,C1050,2005,0.73,0.41,0.21,11,176,4458064
78,C1050,2006,0.6,0.43,0.22,9,182,4648731
79,C1050,2007,0.59,0.43,0.22,9,178,4955291
80,C1050,2008,0.78,0.44,0.22,12,177,4830326
81,C1050,2009,0.86,0.48,0.21,13,177,4412873
82,C1050,2010,0.82,0.44,0.19,12,155,4100639
83,C1050,2011,0.84,0.42,0.19,12,142,4003178
84,C1050,2012,0.77,0.38,0.16,11,123,3354931
85,C1050,2013,0.84,0.33,0.13,12,104,2915644
86,C1050,2014,0.83,0.35,0.13,12,108,2804860
87,C1050,2015,0.74,0.31,0.11,11,93,2499053
88,C1050,2016,0.64,0.26,0.09,10,78,2051787
89,C1050,2017,0.66,0.22,0.07,10,68,1825398
90,C1050,2018,0.62,0.17,0.06,10,51,1515644
91,C1054,2013,0.69,0.76,0.56,8,169,8420977
92,C1054,2014,0.65,0.75,0.59,8,166,9475859
93,C1054,2015,0.67,0.69,0.39,9,156,6833817
94,C1054,2016,0.83,0.66,0.42,12,152,7821793
95,C1054,2017,0.83,0.64,0.35,13,147,7048740
96,C1054,2018,0.84,0.58,0.29,15,137,6700577
97,C1058,2001,0.0,0.0,0.0,0,0,0
98,C1058,2002,0.0,0.0,0.0,0,0,0
99,C1058,2003,0.84,1.09,0.9,76,3326,164280016
100,C1058,2004,0.84,1.07,0.92,76,3184,159706651
101,C1058,2005,0.82,1.11,0.97,74,3226,169512748
102,C1058,2006,0.85,1.05,0.9,76,3012,166025179
103,C1058,2007,0.95,0.0,0.0,86,0,0
104,C1058,2008,1.03,0.0,0.0,93,0,0
105,C1058,2009,1.04,0.0,0.0,92,0,0
106,C1058,2010,0.98,0.0,0.0,85,0,0
107,C1058,2011,0.91,0.0,0.0,79,0,0
108,C1058,2012,0.91,0.0,0.0,79,0,0
109,C1058,2013,0.9,0.0,0.0,80,0,0
110,C1058,2014,0.81,0.0,0.0,75,0,0
111,C1058,2015,0.79,1.07,1.04,76,2397,239150129
112,C1058,2016,0.82,1.03,0.97,83,2320,228806790
113,C1058,2017,0.85,0.96,0.89,91,2146,224152850
114,C1058,2018,0.88,1.0,0.89,102,2244,244088752
115,C1074,2001,0.0,0.0,0.0,0,0,0
116,C1074,2002,0.96,0.55,0.39,82,1444,52403933
117,C1074,2003,0.94,0.57,0.4,79,1462,53960224
118,C1074,2004,0.95,0.59,0.43,77,1471,56589916
119,C1074,2005,1.02,0.0,0.0,81,0,0
120,C1074,2006,1.05,0.0,0.0,85,0,0
121,C1074,2007,1.0,0.0,0.0,83,0,0
122,C1074,2008,1.06,0.55,0.39,89,1361,62258750
123,C1074,2009,1.02,0.5,0.36,83,1124,53587111
124,C1074,2010,0.98,0.5,0.34,79,1069,50547537
125,C1074,2011,0.86,0.49,0.32,69,1014,48203123
126,C1074,2012,0.82,0.46,0.28,66,907,42110483
127,C1074,2013,0.77,0.44,0.26,63,859,39147060
128,C1074,2014,0.78,0.41,0.23,66,771,35884257
129,C1074,2015,0.68,0.36,0.21,60,685,33680634
130,C1074,2016,0.66,0.34,0.19,62,638,32443001
131,C1074,2017,0.59,0.33,0.19,59,616,34472489
132,C1074,2018,0.6,0.0,0.0,68,0,0
133,C1078,2001,0.0,0.0,0.0,0,0,0
134,C1078,2002,0.0,0.0,0.0,0,0,0
135,C1078,2003,0.0,0.0,0.0,0,0,0
136,C1078,2004,0.53,0.0,0.0,8,0,0
137,C1078,2005,0.52,0.0,0.0,8,0,0
138,C1078,2006,0.52,0.0,0.0,8,0,0
139,C1078,2007,0.51,0.0,0.0,8,0,0
140,C1078,2008,0.5,0.0,0.0,8,0,0
141,C1078,2009,0.58,0.0,0.0,9,0,0
142,C1078,2010,0.64,0.0,0.0,10,0,0
143,C1078,2011,0.54,0.0,0.0,8,0,0
144,C1078,2012,0.54,0.0,0.0,8,0,0
145,C1078,2013,0.53,0.0,0.0,8,0,0
146,C1078,2014,0.61,0.0,0.0,9,0,0
147,C1078,2015,0.51,0.0,0.0,8,0,0
148,C1078,2016,0.55,0.0,0.0,9,0,0
149,C1078,2017,0.57,0.0,0.0,10,0,0
150,C1078,2018,0.68,0.2,0.13,13,61,3628966
151,C1090,2001,0.0,0.0,0.0,0,0,0
152,C1090,2002,0.0,0.0,0.0,0,0,0
153,C1090,2003,0.0,0.0,0.0,0,0,0
154,C1090,2004,0.71,0.0,0.0,56,0,0
155,C1090,2005,0.82,0.0,0.0,64,0,0
156,C1090,2006,0.77,0.0,0.0,60,0,0
157,C1090,2007,0.72,0.0,0.0,57,0,0
158,C1090,2008,0.69,0.0,0.0,54,0,0
159,C1090,2009,0.67,0.0,0.0,51,0,0
160,C1090,2010,0.57,0.0,0.0,42,0,0
161,C1090,2011,0.55,0.0,0.0,40,0,0
162,C1090,2012,0.52,0.94,0.6,38,1729,89515396
163,C1090,2013,0.58,0.0,0.0,42,0,0
164,C1090,2014,0.53,0.0,0.0,40,0,0
165,C1090,2015,0.5,0.0,0.0,39,0,0
166,C1090,2016,0.49,0.0,0.0,41,0,0
167,C1090,2017,0.48,0.0,0.0,42,0,0
168,C1090,2018,0.49,0.63,0.45,47,1123,90270066
169,C1102,1992,0.39,1.02,0.77,5,406,7793102
170,C1102,1993,0.37,1.23,1.2,5,512,12890992
171,C1102,1994,0.36,1.16,1.06,5,484,12138078
172,C1102,1995,0.5,1.09,0.94,7,464,11595497
173,C1102,1996,0.42,0.99,0.84,6,424,11482731
174,C1102,1997,0.54,0.88,0.66,8,380,9971426
175,C1102,1998,0.6,0.95,0.57,9,425,9988343
176,C1102,1999,0.67,0.93,0.47,10,422,9520568
177,C1102,2000,0.74,0.92,0.46,11,420,9659275
178,C1102,2001,0.71,0.81,0.53,11,367,10717540
179,C1102,2002,0.69,0.63,0.36,10,276,6878210
180,C1102,2003,0.64,0.64,0.36,9,275,6816878
181,C1102,2004,0.65,0.69,0.4,9,289,7400821
182,C1102,2005,0.58,0.78,0.44,8,319,8220405
183,C1102,2006,0.59,0.88,0.52,8,353,9866301
184,C1102,2007,0.65,0.88,0.48,9,352,9759581
185,C1102,2008,0.59,0.91,0.49,8,351,10092076
186,C1102,2009,0.53,0.91,0.5,7,329,9948452
187,C1102,2010,0.38,0.91,0.47,5,311,9417712
188,C1102,2011,0.46,0.87,0.45,6,290,9205401
189,C1102,2012,0.46,0.85,0.46,6,277,9530762
190,C1102,2013,0.46,0.91,0.46,6,289,9647857
191,C1102,2014,0.37,0.94,0.43,5,290,9507869
192,C1102,2015,0.36,0.94,0.42,5,286,9608835
193,C1102,2016,0.35,0.94,0.42,5,282,9629842
194,C1102,2017,0.4,0.94,0.39,6,276,9608149
195,C1102,2018,0.42,0.89,0.35,7,260,9435036
196,C1110,2001,0.0,0.0,0.0,0,0,0
197,C1110,2002,0.0,0.0,0.0,0,0,0
198,C1110,2003,0.0,0.0,0.0,0,0,0
199,C1110,2004,1.18,0.0,0.0,29,0,0
200,C1110,2005,0.99,0.0,0.0,24,0,0
201,C1110,2006,1.03,0.0,0.0,25,0,0
202,C1110,2007,1.15,0.0,0.0,29,0,0
203,C1110,2008,1.14,0.59,0.33,28,430,14741208
204,C1110,2009,1.25,0.0,0.0,30,0,0
205,C1110,2010,1.23,0.0,0.0,29,0,0
206,C1110,2011,1.19,0.0,0.0,28,0,0
207,C1110,2012,1.05,0.0,0.0,25,0,0
208,C1110,2013,0.89,0.0,0.0,22,0,0
209,C1110,2014,0.89,0.41,0.2,23,244,9486257
210,C1110,2015,0.78,0.0,0.0,21,0,0
211,C1110,2016,0.73,0.0,0.0,21,0,0
212,C1110,2017,0.56,0.0,0.0,17,0,0
213,C1110,2018,0.42,0.0,0.0,14,0,0
214,C1118,1990,1.43,3.44,2.53,12,919,15765415
215,C1118,1991,1.32,3.48,2.36,11,925,15361424
216,C1118,1992,1.42,3.08,2.18,12,818,15323552
217,C1118,1993,1.48,3.31,2.21,13,909,16545751
218,C1118,1994,1.55,3.32,2.16,14,926,17509545
219,C1118,1995,1.42,3.28,2.06,13,940,18269133
220,C1118,1996,1.5,3.1,1.83,14,902,18042465
221,C1118,1997,1.64,2.66,1.65,16,780,18430030
222,C1118,1998,1.69,2.06,1.06,17,629,13951568
223,C1118,1999,1.9,1.9,0.98,20,603,14892799
224,C1118,2000,1.9,1.83,0.97,20,592,15575472
225,C1118,2001,1.62,1.59,0.87,16,509,13577100
226,C1118,2002,1.4,1.49,0.87,13,450,12745694
227,C1118,2003,1.5,1.54,0.84,14,453,12537241
228,C1118,2004,1.5,1.62,0.99,14,468,14179491
229,C1118,2005,1.65,1.62,0.96,15,460,14193271
230,C1118,2006,1.65,1.59,0.93,15,448,14578693
231,C1118,2007,1.85,1.59,0.98,17,448,16300643
232,C1118,2008,2.27,1.44,0.85,21,402,14753486
233,C1118,2009,2.37,1.44,0.8,22,372,13305976
234,C1118,2010,2.08,1.45,0.8,19,357,13324852
235,C1118,2011,1.99,1.4,0.75,18,341,12828030
236,C1118,2012,1.87,1.33,0.69,17,317,12254716
237,C1118,2013,1.69,1.23,0.65,16,292,12114606
238,C1118,2014,1.73,1.09,0.59,17,258,11966687
239,C1118,2015,1.73,1.01,0.6,18,238,12855563
240,C1118,2016,1.66,1.01,0.6,18,235,13054242
241,C1118,2017,1.38,1.05,0.61,16,244,14360534
242,C1118,2018,1.32,1.01,0.57,17,235,14612425
243,C1126,2001,0.0,0.0,0.0,0,0,0
244,C1126,2002,0.72,0.71,0.37,28,799,25502282
245,C1126,2003,0.86,0.73,0.39,34,820,27317053
246,C1126,2004,0.94,0.75,0.43,37,820,29288079
247,C1126,2005,0.84,0.73,0.41,33,799,28634216
248,C1126,2006,0.98,0.72,0.4,39,783,29414011
249,C1126,2007,0.93,0.68,0.36,37,744,28179672
250,C1126,2008,0.92,0.62,0.33,37,670,26823090
251,C1126,2009,0.9,0.0,0.0,35,0,0
252,C1126,2010,0.73,0.0,0.0,28,0,0
253,C1126,2011,0.7,0.0,0.0,27,0,0
254,C1126,2012,0.64,0.44,0.19,25,427,17060860
255,C1126,2013,0.7,0.0,0.0,28,0,0
256,C1126,2014,0.64,0.0,0.0,26,0,0
257,C1126,2015,0.66,0.0,0.0,28,0,0
258,C1126,2016,0.72,0.4,0.16,32,355,15532307
259,C1126,2017,0.67,0.37,0.14,31,316,13651925
260,C1126,2018,0.59,0.0,0.0,30,0,0
261,C1130,1990,0.82,1.18,0.72,9,459,8564475
262,C1130,1991,0.85,1.21,0.73,9,458,8536009
263,C1130,1992,0.73,1.19,0.74,8,443,8988532
264,C1130,1993,0.7,1.23,0.75,8,457,9168904
265,C1130,1994,0.77,1.2,0.69,9,447,9588218
266,C1130,1995,0.57,1.12,0.67,7,428,9822144
267,C1130,1996,0.56,1.03,0.57,7,387,8504098
268,C1130,1998,0.56,0.77,0.44,7,284,7756990
269,C1130,1999,0.65,0.79,0.39,8,283,7507008
270,C1130,2000,0.67,0.73,0.37,8,267,7124964
271,C1130,2001,0.6,0.49,0.27,7,174,4799526
272,C1130,2002,0.53,0.49,0.29,6,163,4781210
273,C1130,2003,0.64,0.51,0.34,7,161,5350647
274,C1130,2004,0.66,0.61,0.39,7,183,5627141
275,C1130,2005,0.7,0.61,0.39,7,177,5517213
276,C1130,2006,0.61,0.62,0.46,6,171,6369554
277,C1130,2007,0.72,0.64,0.38,7,168,5196080
278,C1130,2008,0.62,0.59,0.3,6,153,3964748
279,C1130,2009,0.65,0.59,0.3,6,142,3675292
280,C1130,2010,0.68,0.59,0.29,6,134,3564399
281,C1130,2011,0.8,0.61,0.29,7,134,3665005
282,C1130,2012,1.02,0.72,0.34,9,154,4361495
283,C1134,2001,0.0,0.0,0.0,0,0,0
284,C1134,2002,0.0,0.0,0.0,0,0,0
285,C1134,2003,0.0,0.0,0.0,0,0,0
286,C1134,2004,0.41,0.0,0.0,6,0,0
287,C1134,2005,0.47,0.53,0.35,7,216,6383238
288,C1134,2006,0.52,0.54,0.34,8,216,6448944
289,C1134,2007,0.42,0.48,0.34,6,194,6689760
290,C1134,2008,0.49,0.44,0.31,7,170,6244212
291,C1134,2009,0.37,0.43,0.29,5,146,5233731
292,C1134,2010,0.46,0.43,0.29,6,139,5356406
293,C1134,2011,0.39,0.41,0.25,5,133,4952800
294,C1134,2012,0.39,0.39,0.25,5,124,4875588
295,C1146,1990,2.49,1.12,1.03,67,1550,47108081
296,C1146,1991,2.66,1.26,1.27,72,1669,56709796
297,C1146,1992,2.4,1.19,1.21,68,1595,59226469
298,C1146,1993,2.44,1.14,1.2,73,1555,60218090
299,C1146,1994,2.49,1.21,1.15,79,1653,63001150
300,C1146,1995,2.37,1.41,1.33,82,1934,77109107
301,C1146,1996,2.32,1.47,1.29,84,2042,81903481
302,C1146,1997,2.2,1.27,1.49,83,1800,107720801
303,C1146,1998,2.24,1.46,1.16,86,2118,100048827
304,C1146,1999,2.33,1.51,1.21,87,2202,117579058
305,C1146,2000,2.29,1.46,1.16,89,2263,126034725
306,C1146,2001,2.21,1.45,1.17,86,2217,119841586
307,C1146,2002,2.31,1.48,1.21,87,2164,118404363
308,C1146,2003,2.22,1.54,1.27,78,2167,124940491
309,C1146,2004,2.21,1.53,1.29,76,2085,120356453
310,C1146,2005,2.31,1.54,1.33,78,2061,124673048
311,C1146,2006,2.41,1.44,1.31,80,1866,126274271
312,C1146,2007,2.36,1.47,1.2,76,1858,119964589
313,C1146,2008,2.47,1.58,1.33,80,1921,128165792
314,C1146,2009,2.72,1.91,1.69,86,2138,151886730
315,C1146,2010,2.7,1.91,1.66,84,2104,153814232
316,C1146,2011,2.53,1.78,1.51,76,1936,143360206
317,C1146,2012,2.28,1.71,1.4,70,1847,138559845
318,C1146,2013,2.23,1.7,1.39,71,1818,140665090
319,C1146,2014,2.24,1.82,1.41,72,1911,149970136
320,C1146,2015,1.99,1.82,1.41,66,1908,159106572
321,C1146,2016,1.7,1.72,1.23,59,1806,144570103
322,C1146,2017,1.48,1.56,1.09,55,1653,138680611
323,C1146,2018,1.28,1.67,1.11,52,1785,155669211
324,C1150,1991,0.68,0.55,0.53,7,198,4683967
325,C1150,1992,0.68,0.58,0.57,7,206,5204445
326,C1150,1993,0.65,0.58,0.56,7,210,5264086
327,C1150,1994,0.71,0.6,0.57,8,212,5659804
328,C1150,1995,0.77,0.55,0.53,9,201,5656337
329,C1150,1996,0.75,0.59,0.53,9,211,6026786
330,C1150,1997,0.58,0.58,0.53,7,214,6570309
331,C1150,1998,0.57,0.65,0.55,7,246,8083789
332,C1150,1999,0.74,0.64,0.5,9,245,8157787
333,C1150,2000,0.75,0.62,0.53,9,233,8726252
334,C1150,2001,0.77,0.63,0.5,9,227,7911234
335,C1150,2002,0.87,0.62,0.52,10,214,7797465
336,C1150,2003,0.9,0.68,0.57,10,233,9006856
337,C1150,2004,0.92,0.72,0.65,10,247,10067061
338,C1150,2005,1.03,0.72,0.59,11,244,9586863
339,C1150,2006,0.86,0.69,0.54,9,229,9152791
340,C1150,2007,0.85,0.67,0.48,9,228,9007947
341,C1150,2008,0.87,0.66,0.4,9,215,7742747
342,C1150,2009,0.6,0.58,0.31,6,171,5505080
343,C1150,2010,0.52,0.59,0.33,5,163,5704750
344,C1150,2011,0.53,0.6,0.36,5,159,6315552
345,C1150,2012,0.43,0.58,0.36,4,147,6080477
346,C1150,2013,0.32,0.56,0.34,3,135,5330925
347,C1150,2014,0.31,0.53,0.32,3,123,5281723
348,C1150,2015,0.3,0.51,0.33,3,116,5330569
349,C1150,2016,0.47,0.5,0.27,5,111,4482787
350,C1150,2017,0.35,0.0,0.0,4,0,0
351,C1150,2018,0.32,0.0,0.0,4,0,0
352,C1154,2001,0.82,0.24,0.14,20,208,5979846
353,C1154,2002,0.86,0.8,0.45,21,657,18256324
354,C1154,2003,0.77,0.75,0.41,19,600,16874379
355,C1154,2004,0.67,0.71,0.43,16,567,17551233
356,C1154,2005,0.75,0.68,0.42,18,530,17487564
357,C1154,2006,0.8,0.0,0.0,19,0,0
358,C1154,2007,0.89,0.0,0.0,21,0,0
359,C1154,2008,0.85,0.0,0.0,20,0,0
360,C1154,2009,0.75,0.0,0.0,17,0,0
361,C1154,2010,0.68,0.0,0.0,15,0,0
362,C1154,2011,0.68,0.0,0.0,15,0,0
363,C1154,2012,0.63,0.0,0.0,14,0,0
364,C1154,2013,0.8,0.0,0.0,18,0,0
365,C1154,2014,0.75,0.0,0.0,17,0,0
366,C1154,2015,0.79,0.0,0.0,19,0,0
367,C1154,2016,0.71,0.0,0.0,18,0,0
368,C1154,2017,0.59,0.0,0.0,16,0,0
369,C1154,2018,0.59,0.0,0.0,18,0,0
370,C1164,2013,0.12,0.0,0.0,1,0,0
371,C1164,2014,0.12,0.0,0.0,1,0,0
372,C1170,1990,0.74,0.65,0.48,25,677,11664359
373,C1170,1991,0.72,0.63,0.47,25,649,12037408
374,C1170,1992,0.73,0.62,0.46,26,651,12902027
375,C1170,1993,0.83,0.63,0.49,31,683,14466697
376,C1170,1994,0.86,0.65,0.47,34,722,14940077
377,C1170,1995,0.76,0.68,0.49,32,767,17093328
378,C1170,1996,0.69,0.63,0.45,30,736,17528519
379,C1170,1997,0.62,0.64,0.41,28,772,18016343
380,C1170,1998,0.67,0.65,0.39,31,806,20235495
381,C1170,1999,0.77,0.69,0.39,37,859,22553308
382,C1170,2000,0.75,0.7,0.4,37,898,24569333
383,C1170,2001,0.0,0.0,0.0,0,0,0
384,C1170,2002,0.0,0.0,0.0,0,0,0
385,C1170,2003,0.89,0.73,0.45,42,860,24366687
386,C1170,2004,0.98,0.0,0.0,46,0,0
387,C1170,2005,1.04,0.71,0.46,49,806,24743995
388,C1170,2006,1.1,0.0,0.0,53,0,0
389,C1170,2007,1.09,0.0,0.0,56,0,0
390,C1170,2008,1.01,0.0,0.0,53,0,0
391,C1170,2009,1.0,0.0,0.0,50,0,0
392,C1170,2010,1.14,0.0,0.0,55,0,0
393,C1170,2011,1.13,0.0,0.0,54,0,0
394,C1170,2012,1.17,0.0,0.0,57,0,0
395,C1170,2013,1.19,0.0,0.0,58,0,0
396,C1170,2014,1.28,0.44,0.29,65,408,18816441
397,C1170,2015,1.27,0.41,0.29,69,383,20547600
398,C1170,2016,1.42,0.52,0.38,84,489,28254122
399,C1170,2017,1.33,0.0,0.0,85,0,0
400,C1170,2018,1.22,0.51,0.32,86,488,29007794
401,C1202,1990,0.89,0.78,0.42,12,369,4998958
402,C1202,1991,0.94,0.77,0.42,13,350,4940130
403,C1202,1992,1.06,0.78,0.42,15,351,5202890
404,C1202,1993,1.06,0.75,0.39,16,355,5107688
405,C1202,1994,1.13,0.77,0.39,18,378,5502280
406,C1202,1995,1.08,0.75,0.37,18,391,5871474
407,C1202,1996,1.03,0.72,0.33,18,392,5915690
408,C1202,1997,1.0,0.67,0.32,18,368,6167919
409,C1202,1998,1.1,0.7,0.29,20,391,6700120
410,C1202,1999,1.06,0.69,0.25,20,396,6550386
411,C1202,2000,1.11,0.68,0.26,21,397,7331847
412,C1202,2001,0.0,0.0,0.0,0,0,0
413,C1202,2002,0.0,0.0,0.0,0,0,0
414,C1202,2003,0.0,0.0,0.0,0,0,0
415,C1202,2004,1.27,0.0,0.0,24,0,0
416,C1202,2005,1.32,0.74,0.39,25,392,10258147
417,C1202,2006,1.38,0.77,0.39,26,408,10854270
418,C1202,2007,1.26,0.8,0.42,24,429,12321843
419,C1202,2008,1.14,0.65,0.32,22,346,9654841
420,C1202,2009,1.21,0.0,0.0,23,0,0
421,C1202,2010,1.25,0.0,0.0,23,0,0
422,C1202,2011,1.28,0.0,0.0,23,0,0
423,C1202,2012,1.21,0.0,0.0,22,0,0
424,C1202,2013,1.13,0.0,0.0,21,0,0
425,C1202,2014,1.23,0.0,0.0,24,0,0
426,C1202,2015,1.38,0.0,0.0,28,0,0
427,C1202,2016,1.34,0.0,0.0,29,0,0
428,C1202,2017,1.03,0.0,0.0,22,0,0
429,C1202,2018,0.85,0.0,0.0,20,0,0
430,C1206,1990,1.38,1.34,1.46,502,16409,545451940
431,C1206,1991,1.45,1.39,1.47,539,16493,567970266
432,C1206,1992,1.47,1.36,1.31,573,16495,571923946
433,C1206,1993,1.42,1.31,1.32,583,16913,609423241
434,C1206,1994,1.34,1.23,1.37,583,16564,685199573
435,C1206,1995,1.35,1.36,1.43,628,19340,808985549
436,C1206,1996,1.35,1.45,1.43,666,21320,922060145
437,C1206,1997,1.36,1.5,1.63,704,22757,1207373645
438,C1206,1998,1.33,1.55,1.5,711,24729,1365243160
439,C1206,1999,1.27,1.52,1.42,705,25346,1539785586
440,C1206,2000,1.24,1.56,1.48,678,26959,1752953425
441,C1206,2001,0.0,0.0,0.0,0,0,0
442,C1206,2002,1.16,1.56,1.44,661,25231,1505994988
443,C1206,2003,1.12,1.55,1.56,639,24229,1631193976
444,C1206,2004,1.08,1.53,1.44,608,23386,1451024079
445,C1206,2005,1.08,1.56,1.56,611,23902,1638983172
446,C1206,2006,1.06,1.56,1.52,600,23976,1691124182
447,C1206,2007,1.07,1.45,1.58,616,22461,1881087273
448,C1206,2008,1.11,1.49,1.51,640,22296,1756677481
449,C1206,2009,1.1,1.52,1.56,628,20205,1645433193
450,C1206,2010,1.13,1.49,1.64,623,18782,1739885699
451,C1206,2011,1.17,1.5,1.58,650,18758,1752053210
452,C1206,2012,1.16,1.51,1.69,660,18567,1941030161
453,C1206,2013,1.17,1.48,1.57,686,18211,1857867270
454,C1206,2014,1.22,1.42,1.55,756,17562,1973532367
455,C1206,2015,1.29,1.43,1.45,854,17905,1974434425
456,C1206,2016,1.3,1.42,1.4,927,18090,2026132959
457,C1206,2017,1.25,1.44,1.47,858,18598,2325506597
458,C1206,2018,1.13,1.47,1.31,851,19220,2273888002
459,C1210,2001,0.0,0.0,0.0,0,0,0
460,C1210,2002,0.0,0.0,0.0,0,0,0
461,C1210,2003,0.0,0.0,0.0,0,0,0
462,C1210,2004,0.33,0.0,0.0,9,0,0
463,C1210,2005,0.47,0.39,0.31,13,396,17546237
464,C1210,2006,0.43,0.4,0.28,12,394,16817733
465,C1210,2007,0.35,0.41,0.28,10,400,17282273
466,C1210,2008,0.39,0.4,0.27,11,374,16643721
467,C1210,2009,0.37,0.42,0.26,10,356,14131532
468,C1210,2010,0.38,0.44,0.26,10,348,14267784
469,C1210,2011,0.43,0.43,0.25,11,325,13953220
470,C1210,2012,0.44,0.42,0.25,11,315,13350402
471,C1210,2013,0.4,0.42,0.27,10,301,14345956
472,C1210,2014,0.43,0.36,0.23,11,244,12726090
473,C1210,2015,0.38,0.34,0.19,10,222,10517746
474,C1210,2016,0.33,0.33,0.16,9,210,9230152
475,C1210,2017,0.27,0.27,0.13,8,169,7883274
476,C1210,2018,0.28,0.23,0.11,9,147,7094485
477,C1222,2001,0.61,0.37,0.25,6,118,3342645
478,C1222,2002,0.51,0.38,0.25,5,117,3233667
479,C1222,2003,0.0,0.0,0.0,0,0,0
480,C1222,2004,0.41,0.44,0.27,4,138,3671933
481,C1222,2005,0.4,0.42,0.27,4,134,3857213
482,C1222,2006,0.49,0.4,0.26,5,130,4069396
483,C1222,2007,0.47,0.41,0.24,5,135,4044772
