idx,fips,county,state,lon,lat,rMapState,rMapCounty
1473,29051,Cole County,MO,-92.27452823,38.50215022,missouri,cole
1474,29053,Cooper County,MO,-92.80342923,38.84370771,missouri,cooper
1475,29055,Crawford County,MO,-91.30472406,37.97060773,missouri,crawford
1476,29057,Dade County,MO,-93.8524546,37.43518519,missouri,dade
1477,29059,Dallas County,MO,-93.02914534,37.67738922,missouri,dallas
1478,29061,Daviess County,MO,-93.98333816,39.97065707,missouri,daviess
1479,29063,DeKalb County,MO,-94.40110127,39.90077143,missouri,de kalb
1480,29065,Dent County,MO,-91.5143159,37.60044013,missouri,dent
1481,29067,Douglas County,MO,-92.50556209,36.9340529,missouri,douglas
1482,29069,Dunklin County,MO,-90.08852211,36.27852233,missouri,dunklin
1483,29071,Franklin County,MO,-91.07306372,38.4092413,missouri,franklin
1484,29073,Gasconade County,MO,-91.50657203,38.44198343,missouri,gasconade
1485,29075,Gentry County,MO,-94.40665365,40.21907203,missouri,gentry
1486,29077,Greene County,MO,-93.34881025,37.25813687,missouri,greene
1487,29079,Grundy County,MO,-93.5617695,40.12279819,missouri,grundy
1488,29081,Harrison County,MO,-93.99294475,40.37010524,missouri,harrison
1489,29083,Henry County,MO,-93.79668244,38.39002545,missouri,henry
1490,29085,Hickory County,MO,-93.32276575,37.9464538,missouri,hickory
1491,29087,Holt County,MO,-95.20969936,40.10569433,missouri,holt
1492,29089,Howard County,MO,-92.68246006,39.14268667,missouri,howard
1493,29091,Howell County,MO,-91.89224271,36.77228751,missouri,howell
1494,29093,Iron County,MO,-90.78226608,37.55116879,missouri,iron
1495,29095,Jackson County,MO,-94.34867665,39.01030165,missouri,jackson
1496,29097,Jasper County,MO,-94.35150624,37.21560857,missouri,jasper
1497,29099,Jefferson County,MO,-90.54184314,38.25596682,missouri,jefferson
1498,29101,Johnson County,MO,-93.80609913,38.7458533,missouri,johnson
1499,29103,Knox County,MO,-92.13278373,40.13238771,missouri,knox
1500,29105,Laclede County,MO,-92.58776812,37.65567673,missouri,laclede
1501,29107,Lafayette County,MO,-93.78435622,39.06577653,missouri,lafayette
1502,29109,Lawrence County,MO,-93.83626663,37.11251553,missouri,lawrence
1503,29111,Lewis County,MO,-91.70728603,40.09846649,missouri,lewis
1504,29113,Lincoln County,MO,-90.96503997,39.05495898,missouri,lincoln
1505,29115,Linn County,MO,-93.10559984,39.87064868,missouri,linn
1506,29117,Livingston County,MO,-93.5500077,39.79258946,missouri,livingston
1507,29119,McDonald County,MO,-94.36057043,36.63852777,missouri,mcdonald
1508,29121,Macon County,MO,-92.54811078,39.83243254,missouri,macon
1509,29123,Madison County,MO,-90.34812276,37.47470594,missouri,madison
1510,29125,Maries County,MO,-91.91881282,38.16091523,missouri,maries
1511,29127,Marion County,MO,-91.61304861,39.80330448,missouri,marion
1512,29129,Mercer County,MO,-93.56745443,40.43676643,missouri,mercer
1513,29131,Miller County,MO,-92.42036115,38.21191766,missouri,miller
1514,29133,Mississippi County,MO,-89.2734122,36.8287823,missouri,mississippi
1515,29135,Moniteau County,MO,-92.57780422,38.63111929,missouri,moniteau
1516,29137,Monroe County,MO,-91.98427823,39.49198894,missouri,monroe
1517,29139,Montgomery County,MO,-91.46256607,38.93472707,missouri,montgomery
1518,29141,Morgan County,MO,-92.88329565,38.42253434,missouri,morgan
1519,29143,New Madrid County,MO,-89.64355499,36.59461637,missouri,new madrid
1520,29145,Newton County,MO,-94.34865685,36.91797988,missouri,newton
1521,29147,Nodaway County,MO,-94.88419366,40.37894637,missouri,nodaway
1522,29149,Oregon County,MO,-91.41720825,36.68441901,missouri,oregon
1523,29151,Osage County,MO,-91.85436613,38.46128291,missouri,osage
1524,29153,Ozark County,MO,-92.44181714,36.65114053,missouri,ozark
1525,29155,Pemiscot County,MO,-89.78898197,36.2124657,missouri,pemiscot
1526,29157,Perry County,MO,-89.82899679,37.703374,missouri,perry
1527,29159,Pettis County,MO,-93.28276201,38.73056359,missouri,pettis
1528,29161,Phelps County,MO,-91.79188192,37.87340498,missouri,phelps
1529,29163,Pike County,MO,-91.16742828,39.33610213,missouri,pike
1530,29165,Platte County,MO,-94.77186861,39.38923997,missouri,platte
1531,29167,Polk County,MO,-93.40887724,37.61863765,missouri,polk
1532,29169,Pulaski County,MO,-92.20316979,37.82033466,missouri,pulaski
1533,29171,Putnam County,MO,-93.01082418,40.49222968,missouri,putnam
1534,29173,Ralls County,MO,-91.50899006,39.52359448,missouri,ralls
1535,29175,Randolph County,MO,-92.47694864,39.43804788,missouri,randolph
1536,29177,Ray County,MO,-93.9923156,39.35602493,missouri,ray
1537,29179,Reynolds County,MO,-90.97520162,37.35121377,missouri,reynolds
1538,29181,Ripley County,MO,-90.87306994,36.65066954,missouri,ripley
1539,29183,St. Charles County,MO,-90.67056707,38.78283345,missouri,st charles
1540,29185,St. Clair County,MO,-93.78217755,38.038767,missouri,st clair
1541,29187,St. Francois County,MO,-90.47573427,37.80658486,missouri,st francois
1542,29189,St. Louis County,MO,-90.44919885,38.64148134,missouri,st louis
1543,29510,St. Louis city,MO,-90.25469905,38.63405994,missouri,st louis city
1544,29186,Ste. Genevieve County,MO,-90.19447915,37.88883953,missouri,ste genevieve
1545,29195,Saline County,MO,-93.19561198,39.14064056,missouri,saline
1546,29197,Schuyler County,MO,-92.5074041,40.48032618,missouri,schuyler
1547,29199,Scotland County,MO,-92.13436632,40.46355974,missouri,scotland
1548,29201,Scott County,MO,-89.56472931,37.05127459,missouri,scott
1549,29203,Shannon County,MO,-91.40926513,37.15248055,missouri,shannon
1550,29205,Shelby County,MO,-92.05383146,39.79598937,missouri,shelby
1551,29207,Stoddard County,MO,-89.94693992,36.85655549,missouri,stoddard
1552,29209,Stone County,MO,-93.47086098,36.74848862,missouri,stone
1553,29211,Sullivan County,MO,-93.10451262,40.2128123,missouri,sullivan
1554,29213,Taney County,MO,-93.04882907,36.65886916,missouri,taney
1555,29215,Texas County,MO,-91.96757009,37.3134623,missouri,texas
1556,29217,Vernon County,MO,-94.35087552,37.8527786,missouri,vernon
1557,29219,Warren County,MO,-91.14710059,38.75908098,missouri,warren
1558,29221,Washington County,MO,-90.87984281,37.95520656,missouri,washington
1559,29223,Wayne County,MO,-90.47472299,37.11027401,missouri,wayne
1560,29225,Webster County,MO,-92.8807147,37.28119947,missouri,webster
1561,29227,Worth County,MO,-94.4252482,40.49403143,missouri,worth
1562,29229,Wright County,MO,-92.46979775,37.26744907,missouri,wright
1563,30001,Beaverhead County,MT,-112.8902652,45.13107595,montana,beaverhead
1564,30003,Big Horn County,MT,-107.4894888,45.42312206,montana,big horn
1565,30005,Blaine County,MT,-108.9575798,48.43000924,montana,blaine
1566,30007,Broadwater County,MT,-111.4942339,46.33017668,montana,broadwater
1567,30009,Carbon County,MT,-109.0336171,45.22461065,montana,carbon
1568,30011,Carter County,MT,-104.5330757,45.52115218,montana,carter
1569,30013,Cascade County,MT,-111.3364735,47.30261094,montana,cascade
1570,30015,Chouteau County,MT,-110.4275698,47.87627208,montana,chouteau
1571,30017,Custer County,MT,-105.5489799,46.25763545,montana,custer
1572,30019,Daniels County,MT,-105.5388551,48.78574382,montana,daniels
1573,30021,Dawson County,MT,-104.8875546,47.26663705,montana,dawson
1574,30023,Deer Lodge County,MT,-113.0630134,46.05371756,montana,deer lodge
1575,30025,Fallon County,MT,-104.4090338,46.33678812,montana,fallon
1576,30027,Fergus County,MT,-109.2173914,47.26383094,montana,fergus
1577,30029,Flathead County,MT,-114.0397919,48.28514657,montana,flathead
1578,30031,Gallatin County,MT,-111.1758678,45.55933454,montana,gallatin
1579,30033,Garfield County,MT,-106.9840447,47.28258661,montana,garfield
1580,30035,Glacier County,MT,-112.9922656,48.6953199,montana,glacier
1581,30037,Golden Valley County,MT,-109.1751095,46.37868923,montana,golden valley
1582,30039,Granite County,MT,-113.4240032,46.39257523,montana,granite
1583,30041,Hill County,MT,-110.1088424,48.62171061,montana,hill
1584,30043,Jefferson County,MT,-112.0918571,46.14712791,montana,jefferson
1585,30045,Judith Basin County,MT,-110.2592671,47.03405228,montana,judith basin
1586,30047,Lake County,MT,-114.0729456,47.64056478,montana,lake
1587,30049,Lewis and Clark County,MT,-112.3862955,47.11573982,montana,lewis and clark
1588,30051,Liberty County,MT,-111.0248429,48.55243449,montana,liberty
1589,30053,Lincoln County,MT,-115.3926397,48.53635078,montana,lincoln
1590,30055,McCone County,MT,-105.7843952,47.65442419,montana,mccone
1591,30057,Madison County,MT,-111.9190109,45.3046273,montana,madison
1592,30059,Meagher County,MT,-110.8891911,46.59442081,montana,meagher
1593,30061,Mineral County,MT,-114.9961893,47.14170838,montana,mineral
1594,30063,Missoula County,MT,-113.9209295,47.02667804,montana,missoula
1595,30065,Musselshell County,MT,-108.3969088,46.4925782,montana,musselshell
1596,30067,Park County,MT,-110.5239625,45.51687668,montana,park
1597,30069,Petroleum County,MT,-108.2459001,47.11866841,montana,petroleum
1598,30071,Phillips County,MT,-107.9130194,48.26050187,montana,phillips
1599,30073,Pondera County,MT,-112.215085,48.22003748,montana,pondera
1600,30075,Powder River County,MT,-105.6101028,45.39842513,montana,powder river
1601,30077,Powell County,MT,-112.9315202,46.85051821,montana,powell
1602,30079,Prairie County,MT,-105.3587682,46.86441293,montana,prairie
1603,30081,Ravalli County,MT,-114.1162854,46.07985138,montana,ravalli
1604,30083,Richland County,MT,-104.5657175,47.78905325,montana,richland
1605,30085,Roosevelt County,MT,-105.0024213,48.29654528,montana,roosevelt
1606,30087,Rosebud County,MT,-106.7117979,46.22753373,montana,rosebud
1607,30089,Sanders County,MT,-115.1317037,47.67305128,montana,sanders
1608,30091,Sheridan County,MT,-104.5022941,48.72333577,montana,sheridan
1609,30093,Silver Bow County,MT,-112.6488649,45.89356065,montana,silver bow
1610,30095,Stillwater County,MT,-109.3977274,45.66964409,montana,stillwater
1611,30097,Sweet Grass County,MT,-109.944192,45.81562735,montana,sweet grass
1612,30099,Teton County,MT,-112.2246027,47.8312437,montana,teton
1613,30101,Toole County,MT,-111.6956626,48.65677005,montana,toole
1614,30103,Treasure County,MT,-107.2558632,46.2103466,montana,treasure
1615,30105,Valley County,MT,-106.6625046,48.37150077,montana,valley
1616,30107,Wheatland County,MT,-109.8467058,46.46045456,montana,wheatland
1617,30109,Wibaux County,MT,-104.2428826,46.96483097,montana,wibaux
1618,30111,Yellowstone County,MT,-108.2675942,45.93877508,montana,yellowstone
1619,31001,Adams County,NE,-98.51034194,40.51878183,nebraska,adams
1620,31003,Antelope County,NE,-98.07021449,42.15670329,nebraska,antelope
1621,31005,Arthur County,NE,-101.6941861,41.56531103,nebraska,arthur
1622,31007,Banner County,NE,-103.7051654,41.54954458,nebraska,banner
1623,31009,Blaine County,NE,-99.97605364,41.91702651,nebraska,blaine
1624,31011,Boone County,NE,-98.07141463,41.69412353,nebraska,boone
1625,31013,Box Butte County,NE,-103.0762779,42.21989048,nebraska,box butte
1626,31015,Boyd County,NE,-98.75791863,42.89394581,nebraska,boyd
1627,31017,Brown County,NE,-99.9348142,42.43310645,nebraska,brown
1628,31019,Buffalo County,NE,-99.0800028,40.85218436,nebraska,buffalo
1629,31021,Burt County,NE,-96.33412945,41.84053465,nebraska,burt
1630,31023,Butler County,NE,-97.12643859,41.21635289,nebraska,butler
1631,31025,Cass County,NE,-96.14342649,40.89932573,nebraska,cass
1632,31027,Cedar County,NE,-97.2503461,42.58870698,nebraska,cedar
1633,31029,Chase County,NE,-101.7046561,40.52172533,nebraska,chase
1634,31031,Cherry County,NE,-101.1220668,42.5425076,nebraska,cherry
1635,31033,Cheyenne County,NE,-102.9865534,41.21782263,nebraska,cheyenne
1636,31035,Clay County,NE,-98.06520158,40.51527571,nebraska,clay
1637,31037,Colfax County,NE,-97.08404462,41.56386373,nebraska,colfax
1638,31039,Cuming County,NE,-96.78697102,41.89928019,nebraska,cuming
1639,31041,Custer County,NE,-99.73407812,41.39428448,nebraska,custer
1640,31043,Dakota County,NE,-96.56088125,42.37785368,nebraska,dakota
1641,31045,Dawes County,NE,-103.1318253,42.71368001,nebraska,dawes
1642,31047,Dawson County,NE,-99.82373493,40.8686646,nebraska,dawson
1643,31049,Deuel County,NE,-102.3331104,41.11076915,nebraska,deuel
1644,31051,Dixon County,NE,-96.86221873,42.47853924,nebraska,dixon
1645,31053,Dodge County,NE,-96.64957708,41.56497213,nebraska,dodge
1646,31055,Douglas County,NE,-96.13887167,41.28123708,nebraska,douglas
1647,31057,Dundy County,NE,-101.6895544,40.17869593,nebraska,dundy
1648,31059,Fillmore County,NE,-97.60479461,40.51421319,nebraska,fillmore
1649,31061,Franklin County,NE,-98.95083025,40.17688983,nebraska,franklin
1650,31063,Frontier County,NE,-100.3932542,40.52968092,nebraska,frontier
1651,31065,Furnas County,NE,-99.90808544,40.17896698,nebraska,furnas
1652,31067,Gage County,NE,-96.68710697,40.25553189,nebraska,gage
1653,31069,Garden County,NE,-102.3325166,41.61955636,nebraska,garden
1654,31071,Garfield County,NE,-98.99343015,41.91329292,nebraska,garfield
1655,31073,Gosper County,NE,-99.83480382,40.51624344,nebraska,gosper
1656,31075,Grant County,NE,-101.7398871,41.91013269,nebraska,grant
1657,31077,Greeley County,NE,-98.52474988,41.56295058,nebraska,greeley
1658,31079,Hall County,NE,-98.51369299,40.86906774,nebraska,hall
1659,31081,Hamilton County,NE,-98.03354078,40.86569976,nebraska,hamilton
1660,31083,Harlan County,NE,-99.40385214,40.1746813,nebraska,harlan
1661,31085,Hayes County,NE,-101.0597377,40.5255931,nebraska,hayes
1662,31087,Hitchcock County,NE,-101.0411188,40.18211427,nebraska,hitchcock
1663,31089,Holt County,NE,-98.79047655,42.45236147,nebraska,holt
1664,31091,Hooker County,NE,-101.1334682,41.91639831,nebraska,hooker
1665,31093,Howard County,NE,-98.52636819,41.21434529,nebraska,howard
1666,31095,Jefferson County,NE,-97.14069454,40.1697304,nebraska,jefferson
1667,31097,Johnson County,NE,-96.27552632,40.38175548,nebraska,johnson
1668,31099,Kearney County,NE,-98.95328103,40.50399556,nebraska,kearney
1669,31101,Keith County,NE,-101.66687,41.19808761,nebraska,keith
1670,31103,Keya Paha County,NE,-99.71734205,42.87841778,nebraska,keya paha
1671,31105,Kimball County,NE,-103.7137552,41.20038245,nebraska,kimball
1672,31107,Knox County,NE,-97.89348698,42.62291384,nebraska,knox
1673,31109,Lancaster County,NE,-96.68639018,40.76891356,nebraska,lancaster
1674,31111,Lincoln County,NE,-100.7509872,41.04669723,nebraska,lincoln
1675,31113,Logan County,NE,-100.4796028,41.57021601,nebraska,logan
1676,31115,Loup County,NE,-99.45773127,41.91294291,nebraska,loup
1677,31117,McPherson County,NE,-101.056858,41.57119113,nebraska,mcpherson
1678,31119,Madison County,NE,-97.60135238,41.90361942,nebraska,madison
1679,31121,Merrick County,NE,-98.05400888,41.15882357,nebraska,merrick
1680,31123,Morrill County,NE,-103.0013861,41.71374111,nebraska,morrill
1681,31125,Nance County,NE,-97.99627861,41.39277056,nebraska,nance
1682,31127,Nemaha County,NE,-95.8540939,40.3852604,nebraska,nemaha
1683,31129,Nuckolls County,NE,-98.05490561,40.17116129,nebraska,nuckolls
1684,31131,Otoe County,NE,-96.13643551,40.63576269,nebraska,otoe
1685,31133,Pawnee County,NE,-96.24397981,40.12880656,nebraska,pawnee
1686,31135,Perkins County,NE,-101.6602773,40.84910035,nebraska,perkins
1687,31137,Phelps County,NE,-99.41912492,40.51057153,nebraska,phelps
1688,31139,Pierce County,NE,-97.60139791,42.24817877,nebraska,pierce
1689,31141,Platte County,NE,-97.52597092,41.56422385,nebraska,platte
1690,31143,Polk County,NE,-97.57416607,41.18069345,nebraska,polk
1691,31145,Red Willow County,NE,-100.4723324,40.17844575,nebraska,red willow
1692,31147,Richardson County,NE,-95.71761668,40.13178023,nebraska,richardson
1693,31149,Rock County,NE,-99.45434533,42.42079316,nebraska,rock
1694,31151,Saline County,NE,-97.1426708,40.51136967,nebraska,saline
1695,31153,Sarpy County,NE,-96.11293791,41.10362801,nebraska,sarpy
1696,31155,Saunders County,NE,-96.63278653,41.21351826,nebraska,saunders
1697,31157,Scotts Bluff County,NE,-103.703921,41.85333721,nebraska,scotts bluff
1698,31159,Seward County,NE,-97.13926315,40.86048508,nebraska,seward
1699,31161,Sheridan County,NE,-102.402109,42.50487607,nebraska,sheridan
1700,31163,Sherman County,NE,-98.98132324,41.21858597,nebraska,sherman
1701,31165,Sioux County,NE,-103.7611804,42.4855907,nebraska,sioux
1702,31167,Stanton County,NE,-97.19644908,41.90089232,nebraska,stanton
1703,31169,Thayer County,NE,-97.59909122,40.17112851,nebraska,thayer
1704,31171,Thomas County,NE,-100.5540716,41.91645803,nebraska,thomas
1705,31173,Thurston County,NE,-96.53830034,42.14426493,nebraska,thurston
1706,31175,Valley County,NE,-98.98848244,41.56487066,nebraska,valley
1707,31177,Washington County,NE,-96.21516303,41.5152748,nebraska,washington
1708,31179,Wayne County,NE,-97.11050588,42.19097958,nebraska,wayne
1709,31181,Webster County,NE,-98.50558088,40.17328975,nebraska,webster
1710,31183,Wheeler County,NE,-98.5266178,41.91078686,nebraska,wheeler
1711,31185,York County,NE,-97.60493488,40.86336583,nebraska,york
1712,32001,Churchill County,NV,-118.3511522,39.57766616,nevada,churchill
1713,32003,Clark County,NV,-115.0204796,36.21962581,nevada,clark
1714,32005,Douglas County,NV,-119.6122644,38.90653404,nevada,douglas
1715,32007,Elko County,NV,-115.3580714,41.15518334,nevada,elko
1716,32009,Esmeralda County,NV,-117.6378092,37.78634783,nevada,esmeralda
1717,32011,Eureka County,NV,-116.2359752,39.96070904,nevada,eureka
1718,32013,Humboldt County,NV,-118.1095763,41.41287792,nevada,humboldt
1719,32015,Lander County,NV,-117.0402578,39.94229394,nevada,lander
1720,32017,Lincoln County,NV,-114.8721532,37.63820024,nevada,lincoln
1721,32019,Lyon County,NV,-119.1955829,39.02016629,nevada,lyon
1722,32021,Mineral County,NV,-118.4391036,38.52832882,nevada,mineral
1723,32023,Nye County,NV,-116.4721812,38.04520053,nevada,nye
1724,32027,Pershing County,NV,-118.4099315,40.45319988,nevada,pershing
1725,32029,Storey County,NV,-119.5325102,39.44577212,nevada,storey
1726,32031,Washoe County,NV,-119.6632968,40.67153341,nevada,washoe
1727,32033,White Pine County,NV,-114.8650745,39.44002874,nevada,white pine
1728,32510,Carson City,NV,-119.7427045,39.15136547,nevada,carson city
1729,33001,Belknap County,NH,-71.42227325,43.51750563,new hampshire,belknap
1730,33003,Carroll County,NH,-71.19964826,43.88247351,new hampshire,carroll
1731,33005,Cheshire County,NH,-72.25419366,42.92029356,new hampshire,cheshire
1732,33007,Coos County,NH,-71.30769636,44.70653092,new hampshire,coos
1733,33009,Grafton County,NH,-71.81627339,43.93652003,new hampshire,grafton
1734,33011,Hillsborough County,NH,-71.71271034,42.91749106,new hampshire,hillsborough
1735,33013,Merrimack County,NH,-71.68097076,43.29866862,new hampshire,merrimack
1736,33015,Rockingham County,NH,-71.12158814,42.99016777,new hampshire,rockingham
1737,33017,Strafford County,NH,-71.03101117,43.30343833,new hampshire,strafford
1738,33019,Sullivan County,NH,-72.22276179,43.36265383,new hampshire,sullivan
1739,34001,Atlantic County,NJ,-74.67417523,39.4805908,new jersey,atlantic
1740,34003,Bergen County,NJ,-74.0737793,40.96161526,new jersey,bergen
1741,34005,Burlington County,NJ,-74.6657928,39.8845274,new jersey,burlington
1742,34007,Camden County,NJ,-74.9467993,39.79757601,new jersey,camden
1743,34009,Cape May County,NJ,-74.80786238,39.15103809,new jersey,cape may
1744,34011,Cumberland County,NJ,-75.11115454,39.3706433,new jersey,cumberland
1745,34013,Essex County,NJ,-74.24867039,40.79100985,new jersey,essex
1746,34015,Gloucester County,NJ,-75.13739449,39.71494423,new jersey,gloucester
1747,34017,Hudson County,NJ,-74.092982,40.74154421,new jersey,hudson
1748,34019,Hunterdon County,NJ,-74.91399192,40.57308721,new jersey,hunterdon
1749,34021,Mercer County,NJ,-74.69454763,40.28633596,new jersey,mercer
1750,34023,Middlesex County,NJ,-74.41747601,40.44670472,new jersey,middlesex
1751,34025,Monmouth County,NJ,-74.20899497,40.26115783,new jersey,monmouth
1752,34027,Morris County,NJ,-74.55698658,40.86162841,new jersey,morris
1753,34029,Ocean County,NJ,-74.28385628,39.91416146,new jersey,ocean
1754,34031,Passaic County,NJ,-74.2986645,41.03232275,new jersey,passaic
1755,34033,Salem County,NJ,-75.34276822,39.59320402,new jersey,salem
1756,34035,Somerset County,NJ,-74.62239066,40.56772099,new jersey,somerset
1757,34037,Sussex County,NJ,-74.69524673,41.14084159,new jersey,sussex
1758,34039,Union County,NJ,-74.31497857,40.66754875,new jersey,union
1759,34041,Warren County,NJ,-75.00165762,40.86242672,new jersey,warren
1760,35001,Bernalillo County,NM,-106.6767435,35.04691438,new mexico,bernalillo
1761,35003,Catron County,NM,-108.4110664,33.9136404,new mexico,catron
1762,35005,Chaves County,NM,-104.4653134,33.35864138,new mexico,chaves
1763,35007,Colfax County,NM,-104.6473454,36.59553776,new mexico,colfax
1764,35009,Curry County,NM,-103.3510734,34.57533354,new mexico,curry
1765,35011,De Baca County,NM,-104.414751,34.34266671,new mexico,de baca
1766,35013,Dona Ana County,NM,-106.8416597,32.34649429,new mexico,dona ana
1767,35015,Eddy County,NM,-104.3030404,32.46685667,new mexico,eddy
1768,35017,Grant County,NM,-108.3877249,32.74469933,new mexico,grant
1769,35019,Guadalupe County,NM,-104.7870884,34.85921372,new mexico,guadalupe
1770,35021,Harding County,NM,-103.814818,35.85244889,new mexico,harding
1771,35023,Hidalgo County,NM,-108.7263348,31.92778689,new mexico,hidalgo
1772,35025,Lea County,NM,-103.4124441,32.78279933,new mexico,lea
1773,35027,Lincoln County,NM,-105.463641,33.74017606,new mexico,lincoln
1774,35028,Los Alamos County,NM,-106.315252,35.85950589,new mexico,los alamos
1775,35029,Luna County,NM,-107.762235,32.1813824,new mexico,luna
1776,35031,McKinley County,NM,-108.2675106,35.57982964,new mexico,mckinley
1777,35033,Mora County,NM,-104.9516898,36.00258002,new mexico,mora
1778,35035,Otero County,NM,-105.7491534,32.60543278,new mexico,otero
1779,35037,Quay County,NM,-103.5449223,35.10172421,new mexico,quay
1780,35039,Rio Arriba County,NM,-106.7112903,36.50046388,new mexico,rio arriba
1781,35041,Roosevelt County,NM,-103.4806714,34.02086808,new mexico,roosevelt
1782,35043,Sandoval County,NM,-106.8698598,35.67887882,new mexico,sandoval
1783,35045,San Juan County,NM,-108.3256627,36.50871212,new mexico,san juan
1784,35047,San Miguel County,NM,-104.812564,35.47166102,new mexico,san miguel
1785,35049,Santa Fe County,NM,-105.977299,35.49856389,new mexico,santa fe
1786,35051,Sierra County,NM,-107.2014065,33.12671322,new mexico,sierra
1787,35053,Socorro County,NM,-106.9339384,34.0062219,new mexico,socorro
1788,35055,Taos County,NM,-105.6411428,36.56559631,new mexico,taos
1789,35057,Torrance County,NM,-105.8465551,34.63126434,new mexico,torrance
1790,35059,Union County,NM,-103.4740913,36.474897,new mexico,union
1791,35006,Cibola County,NM,-108.0032039,34.90848607,new mexico,cibola
1792,36001,Albany County,NY,-73.97451843,42.60391914,new york,albany
1793,36003,Allegany County,NY,-78.03352291,42.25604318,new york,allegany
1794,36005,Bronx County,NY,-73.86494465,40.85618156,new york,bronx
1795,36007,Broome County,NY,-75.81766281,42.16336714,new york,broome
1796,36009,Cattaraugus County,NY,-78.67715953,42.2496734,new york,cattaraugus
1797,36011,Cayuga County,NY,-76.55464868,42.91937733,new york,cayuga
1798,36013,Chautauqua County,NY,-79.36496073,42.23210063,new york,chautauqua
1799,36015,Chemung County,NY,-76.76316619,42.14159273,new york,chemung
1800,36017,Chenango County,NY,-75.60951593,42.49580328,new york,chenango
1801,36019,Clinton County,NY,-73.68638371,44.74823216,new york,clinton
1802,36021,Columbia County,NY,-73.63709391,42.25262343,new york,columbia
1803,36023,Cortland County,NY,-76.06449098,42.59475289,new york,cortland
1804,36025,Delaware County,NY,-74.9704907,42.19659292,new york,delaware
1805,36027,Dutchess County,NY,-73.7519071,41.76732521,new york,dutchess
1806,36029,Erie County,NY,-78.73493278,42.76450405,new york,erie
1807,36031,Essex County,NY,-73.78035307,44.11612863,new york,essex
1808,36033,Franklin County,NY,-74.30672735,44.59142651,new york,franklin
1809,36035,Fulton County,NY,-74.4252687,43.11157583,new york,fulton
1810,36037,Genesee County,NY,-78.19807158,42.99963258,new york,genesee
1811,36039,Greene County,NY,-74.13099837,42.27937477,new york,greene
1812,36041,Hamilton County,NY,-74.50426776,43.66007705,new york,hamilton
1813,36043,Herkimer County,NY,-74.97219129,43.4141244,new york,herkimer
1814,36045,Jefferson County,NY,-75.91629678,44.03170465,new york,jefferson
1815,36047,Kings County,NY,-73.95465424,40.64057761,new york,kings
1816,36049,Lewis County,NY,-75.45191134,43.78292917,new york,lewis
1817,36051,Livingston County,NY,-77.78247429,42.72247211,new york,livingston
1818,36053,Madison County,NY,-75.67317735,42.91485583,new york,madison
1819,36055,Monroe County,NY,-77.70188831,43.14305942,new york,monroe
1820,36057,Montgomery County,NY,-74.45333983,42.9015779,new york,montgomery
1821,36059,Nassau County,NY,-73.58388267,40.74586173,new york,nassau
1822,36061,New York County,NY,-73.97427095,40.77021579,new york,new york
1823,36063,Niagara County,NY,-78.73466893,43.19856158,new york,niagara
1824,36065,Oneida County,NY,-75.44634261,43.2436147,new york,oneida
1825,36067,Onondaga County,NY,-76.19390512,43.00465974,new york,onondaga
1826,36069,Ontario County,NY,-77.29985236,42.85386442,new york,ontario
1827,36071,Orange County,NY,-74.31135056,41.40106653,new york,orange
1828,36073,Orleans County,NY,-78.23425325,43.24726665,new york,orleans
1829,36075,Oswego County,NY,-76.14640913,43.42838716,new york,oswego
1830,36077,Otsego County,NY,-75.0349875,42.63397143,new york,otsego
1831,36079,Putnam County,NY,-73.75269988,41.42884809,new york,putnam
1832,36081,Queens County,NY,-73.81471195,40.68353151,new york,queens
1833,36083,Rensselaer County,NY,-73.51042164,42.71191759,new york,rensselaer
1834,36085,Richmond County,NY,-74.17371991,40.57794446,new york,richmond
1835,36087,Rockland County,NY,-74.02496485,41.15290325,new york,rockland
1836,36089,St. Lawrence County,NY,-75.07055083,44.49745954,new york,st lawrence
1837,36091,Saratoga County,NY,-73.86642423,43.10927763,new york,saratoga
1838,36093,Schenectady County,NY,-74.06519346,42.82422863,new york,schenectady
1839,36095,Schoharie County,NY,-74.44267109,42.58669407,new york,schoharie
1840,36097,Schuyler County,NY,-76.87725366,42.39503678,new york,schuyler
1841,36099,Seneca County,NY,-76.83318513,42.77398389,new york,seneca
1842,36101,Steuben County,NY,-77.38909938,42.26930102,new york,steuben
1843,36103,Suffolk County,NY,-72.84617815,40.86685832,new york,suffolk
1844,36105,Sullivan County,NY,-74.77417803,41.71357134,new york,sullivan
1845,36107,Tioga County,NY,-76.30568488,42.17365067,new york,tioga
1846,36109,Tompkins County,NY,-76.47145894,42.45785979,new york,tompkins
1847,36111,Ulster County,NY,-74.26255038,41.89000073,new york,ulster
1848,36113,Warren County,NY,-73.85878186,43.56180119,new york,warren
1849,36115,Washington County,NY,-73.44217134,43.32177845,new york,washington
1850,36117,Wayne County,NY,-77.03518844,43.15938863,new york,wayne
1851,36119,Westchester County,NY,-73.76250994,41.16350714,new york,westchester
1852,36121,Wyoming County,NY,-78.23232106,42.70127941,new york,wyoming
1853,36123,Yates County,NY,-77.11955633,42.63186093,new york,yates
1854,37001,Alamance County,NC,-79.39965263,36.03540632,north carolina,alamance
1855,37003,Alexander County,NC,-81.17838895,35.93489038,north carolina,alexander
1856,37005,Alleghany County,NC,-81.14063104,36.49508552,north carolina,alleghany
1857,37007,Anson County,NC,-80.10357841,34.97707812,north carolina,anson
